run_id,run_utc,hermit_sha,reverie_sha,dirty,run_mode,lane,bucket,test_id,test_mode,backend,cell_state,outcome,deterministic,stdout_parity,output_hash,duration_ms,max_rss_kb,reason,verify_compare,bitwise_parity,compared_log_messages,tier,legacy_parity_unqualified,ref_output_hash,parity_comparator,parity_tier,profile_flags,relaxation_set,population_id,selected_count,executed_count,evidence_count
e9patch-20260801,@1785621326,b1fdeaf6d7bcda0799a7a5c4f116bbe1ed55a43d,2112c0045f25f895388257caed43b7b5abb9b50a,false,e9patch,portable,e9patch-corpus,accept4_abstract,verify,ptrace,enabled,pass,,,4e06c9327d3eed7d6e74caaa52d3f178f389100d5c8bc252f3ee508e6b6eeaf9,201,,level=L2 (Determinism verified),,,,,,,,,,"[""tmp=/tmp""]",,,,
e9patch-20260801,@1785621326,b1fdeaf6d7bcda0799a7a5c4f116bbe1ed55a43d,2112c0045f25f895388257caed43b7b5abb9b50a,false,e9patch,portable,e9patch-corpus,accept4_abstract,verify,e9patch,enabled,pass,,,4e06c9327d3eed7d6e74caaa52d3f178f389100d5c8bc252f3ee508e6b6eeaf9,362,,level=L2 (Determinism verified),,,,,stdout_parity:1,,,,,"[""tmp=/tmp""]",,,,
e9patch-20260801,@1785621326,b1fdeaf6d7bcda0799a7a5c4f116bbe1ed55a43d,2112c0045f25f895388257caed43b7b5abb9b50a,false,e9patch,portable,e9patch-corpus,accept_abstract,verify,ptrace,enabled,pass,,,6eb8866c8d4cb2ee3189e9cc367689314876ac4ca19ebdcd75eae5d913cf6880,281,,level=L2 (Determinism verified),,,,,,,,,,"[""tmp=/tmp""]",,,,
e9patch-20260801,@1785621326,b1fdeaf6d7bcda0799a7a5c4f116bbe1ed55a43d,2112c0045f25f895388257caed43b7b5abb9b50a,false,e9patch,portable,e9patch-corpus,accept_abstract,verify,e9patch,enabled,pass,,,6eb8866c8d4cb2ee3189e9cc367689314876ac4ca19ebdcd75eae5d913cf6880,402,,level=L2 (Determinism verified),,,,,stdout_parity:1,,,,,"[""tmp=/tmp""]",,,,
e9patch-20260801,@1785621326,b1fdeaf6d7bcda0799a7a5c4f116bbe1ed55a43d,2112c0045f25f895388257caed43b7b5abb9b50a,false,e9patch,portable,e9patch-corpus,access_devnull,verify,ptrace,enabled,pass,,,c32ff02f073257601324b46374c6e0a54b87f8331b26ebea99ee2e4295e00c85,201,,level=L2 (Determinism verified),,,,,,,,,,"[""tmp=/tmp""]",,,,
e9patch-20260801,@1785621326,b1fdeaf6d7bcda0799a7a5c4f116bbe1ed55a43d,2112c0045f25f895388257caed43b7b5abb9b50a,false,e9patch,portable,e9patch-corpus,access_devnull,verify,e9patch,enabled,pass,,,c32ff02f073257601324b46374c6e0a54b87f8331b26ebea99ee2e4295e00c85,322,,level=L2 (Determinism verified),,,,,stdout_parity:1,,,,,"[""tmp=/tmp""]",,,,
e9patch-20260801,@1785621326,b1fdeaf6d7bcda0799a7a5c4f116bbe1ed55a43d,2112c0045f25f895388257caed43b7b5abb9b50a,false,e9patch,portable,e9patch-corpus,arch_prctl_getfs,verify,ptrace,enabled,pass,,,5a50ac9f8822bd993fc423cefa7c436101faf6f4ae833cc92df5cc24bd030344,202,,level=L2 (Determinism verified),,,,,,,,,,"[""tmp=/tmp""]",,,,
e9patch-20260801,@1785621326,b1fdeaf6d7bcda0799a7a5c4f116bbe1ed55a43d,2112c0045f25f895388257caed43b7b5abb9b50a,false,e9patch,portable,e9patch-corpus,arch_prctl_getfs,verify,e9patch,enabled,pass,,,5a50ac9f8822bd993fc423cefa7c436101faf6f4ae833cc92df5cc24bd030344,362,,level=L2 (Determinism verified),,,,,stdout_parity:1,,,,,"[""tmp=/tmp""]",,,,
e9patch-20260801,@1785621326,b1fdeaf6d7bcda0799a7a5c4f116bbe1ed55a43d,2112c0045f25f895388257caed43b7b5abb9b50a,false,e9patch,portable,e9patch-corpus,arch_prctl_getgs,verify,ptrace,enabled,pass,,,89c588080460cfbd39210c920007815bb2144d1f86f60a771663c7ec81a52acb,202,,level=L2 (Determinism verified),,,,,,,,,,"[""tmp=/tmp""]",,,,
e9patch-20260801,@1785621326,b1fdeaf6d7bcda0799a7a5c4f116bbe1ed55a43d,2112c0045f25f895388257caed43b7b5abb9b50a,false,e9patch,portable,e9patch-corpus,arch_prctl_getgs,verify,e9patch,enabled,pass,,,89c588080460cfbd39210c920007815bb2144d1f86f60a771663c7ec81a52acb,362,,level=L2 (Determinism verified),,,,,stdout_parity:1,,,,,"[""tmp=/tmp""]",,,,
