record_type,complete,denominator_expected_tests,denominator_observed_rows,denominator_executable_tests,missing_test_count,missing_performance_sources,missing_other_sources,legacy_green_cells,strict_green_cells,absolute_drop_cells,note
strict_metric_preflight,false,235,235,204,31,30,1,,,,"NO RESULT: full sweep refused before execution; resolve fixture recovery and the 235-vs-234 denominator decision"
