timestamp,machine_id,git_sha,nproc,wall_s,user_s,sys_s,result,n_steps,pct_we,pct_other,total_busy_pct,ipc,cache_miss_pct,jobs
2026-08-04T03:51:44,AMD_EPYC_9D85_158-Core_Processor,9534790472a681e7a2065b29cd5eeab64c9a5105,316,4.1,3.0,0.0,fail,3,0.23,47.34,47.57,,,3
