config	seed	exit	sig12	scanlines
chaos_heur-random	4	0	e9ed0d2ac4d9	1
chaos_heur-random	5	0	e9ed0d2ac4d9	1
chaos_heur-random	6	0	e9ed0d2ac4d9	1
chaos_heur-random	7	0	e9ed0d2ac4d9	1
chaos_heur-random	8	0	e9ed0d2ac4d9	1
chaos_heur-random	9	0	beffe73fffb0	1
chaos_heur-random	10	0	beffe73fffb0	1
chaos_heur-random	11	0	e9ed0d2ac4d9	1
chaos_heur-random	12	0	beffe73fffb0	1
chaos_heur-random	13	0	e9ed0d2ac4d9	1
chaos_heur-random	14	0	beffe73fffb0	1
chaos_heur-random	15	0	e9ed0d2ac4d9	1
chaos_heur-random	16	0	e9ed0d2ac4d9	1
chaos_heur-random	17	0	e9ed0d2ac4d9	1
chaos_heur-random	18	0	e9ed0d2ac4d9	1
chaos_heur-random	19	0	e9ed0d2ac4d9	1
chaos_heur-random	20	0	beffe73fffb0	1
chaos_heur-random	21	0	e9ed0d2ac4d9	1
chaos_heur-random	22	0	beffe73fffb0	1
chaos_heur-random	23	0	e9ed0d2ac4d9	1
chaos_heur-random	24	0	e9ed0d2ac4d9	1
chaos_heur-random	25	0	e9ed0d2ac4d9	1
chaos_heur-random	26	0	e9ed0d2ac4d9	1
chaos_heur-random	27	0	e9ed0d2ac4d9	1
chaos_heur-random	28	0	e9ed0d2ac4d9	1
chaos_heur-random	29	0	beffe73fffb0	1
chaos_heur-random	30	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.1	1	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.1	2	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.1	3	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.1	4	0	beffe73fffb0	1
chaos_heur-sticky0.1	5	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.1	6	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.1	7	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.1	8	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.1	9	0	beffe73fffb0	1
chaos_heur-sticky0.1	10	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.1	11	0	beffe73fffb0	1
chaos_heur-sticky0.1	12	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.1	13	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.1	14	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.1	15	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.1	16	0	beffe73fffb0	1
chaos_heur-sticky0.1	17	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.1	18	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.1	19	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.1	20	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.1	21	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.1	22	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.1	23	0	beffe73fffb0	1
chaos_heur-sticky0.1	24	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.1	25	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.1	26	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.1	27	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.1	28	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.1	29	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.1	30	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.5	1	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.5	2	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.5	3	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.5	4	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.5	5	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.5	6	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.5	7	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.5	8	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.5	9	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.5	10	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.5	11	0	beffe73fffb0	1
chaos_heur-sticky0.5	12	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.5	13	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.5	14	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.5	15	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.5	16	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.5	17	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.5	18	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.5	19	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.5	20	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.5	21	0	beffe73fffb0	1
chaos_heur-sticky0.5	22	0	beffe73fffb0	1
chaos_heur-sticky0.5	23	0	beffe73fffb0	1
chaos_heur-sticky0.5	24	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.5	25	0	beffe73fffb0	1
chaos_heur-sticky0.5	26	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.5	27	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.5	28	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.5	29	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.5	30	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.9	1	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.9	2	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.9	3	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.9	4	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.9	5	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.9	6	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.9	7	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.9	8	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.9	9	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.9	10	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.9	11	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.9	12	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.9	13	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.9	14	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.9	15	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.9	16	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.9	17	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.9	18	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.9	19	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.9	20	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.9	21	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.9	22	0	beffe73fffb0	1
chaos_heur-sticky0.9	23	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.9	24	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.9	25	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.9	26	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.9	27	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.9	28	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.9	29	0	e9ed0d2ac4d9	1
chaos_heur-sticky0.9	30	0	e9ed0d2ac4d9	1
chaos_heur-connectbind	1	0	beffe73fffb0	1
chaos_heur-connectbind	2	0	beffe73fffb0	1
chaos_heur-connectbind	3	0	beffe73fffb0	1
chaos_heur-connectbind	4	0	beffe73fffb0	1
chaos_heur-connectbind	5	0	e9ed0d2ac4d9	1
chaos_heur-connectbind	6	0	beffe73fffb0	1
chaos_heur-connectbind	7	0	e9ed0d2ac4d9	1
chaos_heur-connectbind	8	0	beffe73fffb0	1
chaos_heur-connectbind	9	0	e9ed0d2ac4d9	1
chaos_heur-connectbind	10	0	beffe73fffb0	1
chaos_heur-connectbind	11	0	e9ed0d2ac4d9	1
chaos_heur-connectbind	12	0	beffe73fffb0	1
chaos_heur-connectbind	13	0	beffe73fffb0	1
chaos_heur-connectbind	14	0	beffe73fffb0	1
chaos_heur-connectbind	15	0	beffe73fffb0	1
chaos_heur-connectbind	16	0	e9ed0d2ac4d9	1
chaos_heur-connectbind	17	0	beffe73fffb0	1
chaos_heur-connectbind	18	0	beffe73fffb0	1
chaos_heur-connectbind	19	0	beffe73fffb0	1
chaos_heur-connectbind	20	0	beffe73fffb0	1
chaos_heur-connectbind	21	0	e9ed0d2ac4d9	1
chaos_heur-connectbind	22	0	e9ed0d2ac4d9	1
chaos_heur-connectbind	23	0	e9ed0d2ac4d9	1
chaos_heur-connectbind	24	0	e9ed0d2ac4d9	1
chaos_heur-connectbind	25	0	e9ed0d2ac4d9	1
chaos_heur-connectbind	26	0	beffe73fffb0	1
chaos_heur-connectbind	27	0	e9ed0d2ac4d9	1
chaos_heur-connectbind	28	0	beffe73fffb0	1
chaos_heur-connectbind	29	0	e9ed0d2ac4d9	1
chaos_heur-connectbind	30	0	e9ed0d2ac4d9	1
chaos_futex-on	1	0	beffe73fffb0	1
chaos_futex-on	2	0	beffe73fffb0	1
chaos_futex-on	3	0	beffe73fffb0	1
chaos_futex-on	4	0	beffe73fffb0	1
chaos_futex-on	5	0	e9ed0d2ac4d9	1
chaos_futex-on	6	0	beffe73fffb0	1
chaos_futex-on	7	0	e9ed0d2ac4d9	1
chaos_futex-on	8	0	beffe73fffb0	1
chaos_futex-on	9	0	e9ed0d2ac4d9	1
chaos_futex-on	10	0	beffe73fffb0	1
chaos_futex-on	11	0	e9ed0d2ac4d9	1
chaos_futex-on	12	0	beffe73fffb0	1
chaos_futex-on	13	0	beffe73fffb0	1
chaos_futex-on	14	0	beffe73fffb0	1
chaos_futex-on	15	0	beffe73fffb0	1
chaos_futex-on	16	0	e9ed0d2ac4d9	1
chaos_futex-on	17	0	beffe73fffb0	1
chaos_futex-on	18	0	beffe73fffb0	1
chaos_futex-on	19	0	beffe73fffb0	1
chaos_futex-on	20	0	beffe73fffb0	1
chaos_futex-on	21	0	e9ed0d2ac4d9	1
chaos_futex-on	22	0	e9ed0d2ac4d9	1
chaos_futex-on	23	0	e9ed0d2ac4d9	1
chaos_futex-on	24	0	e9ed0d2ac4d9	1
chaos_futex-on	25	0	e9ed0d2ac4d9	1
chaos_futex-on	26	0	beffe73fffb0	1
chaos_futex-on	27	0	e9ed0d2ac4d9	1
chaos_futex-on	28	0	beffe73fffb0	1
chaos_futex-on	29	0	e9ed0d2ac4d9	1
chaos_futex-on	30	0	e9ed0d2ac4d9	1
chaos_futex-on_ts-1e3	1	0	89983f22ee05	1
chaos_futex-on_ts-1e3	2	0	dfe1cb3a212b	1
chaos_futex-on_ts-1e3	3	0	e55f5f3bbcde	1
chaos_futex-on_ts-1e3	4	0	6614ff1454bd	1
chaos_futex-on_ts-1e3	5	0	3a3f88de7356	1
chaos_futex-on_ts-1e3	6	0	d72b2b491fe1	1
chaos_futex-on_ts-1e3	7	0	4d695369ce6e	1
chaos_futex-on_ts-1e3	8	0	ccf2382a9ee5	1
chaos_futex-on_ts-1e3	9	0	d0b707c8852f	1
chaos_futex-on_ts-1e3	10	0	00ed2b5cf65e	1
chaos_futex-on_ts-1e3	11	0	9774f4bfe393	1
chaos_futex-on_ts-1e3	12	0	f2402d4db001	1
chaos_futex-on_ts-1e3	13	0	526d69d9ae56	1
chaos_futex-on_ts-1e3	14	0	5a05374d0249	1
chaos_futex-on_ts-1e3	15	0	9b54cf48a2fb	1
chaos_futex-on_ts-1e3	16	0	f21ba6190560	1
chaos_futex-on_ts-1e3	17	0	c1db03f661d1	1
chaos_futex-on_ts-1e3	18	0	4222acbe0b34	1
chaos_futex-on_ts-1e3	19	0	23344ce1cb44	1
chaos_futex-on_ts-1e3	20	0	368f6e2ee619	1
chaos_futex-on_ts-1e3	21	0	2f8b53568ec7	1
chaos_futex-on_ts-1e3	22	0	0d7340b7f84e	1
chaos_futex-on_ts-1e3	23	0	eef532ccad2f	1
chaos_futex-on_ts-1e3	24	0	e1b82c658f7f	1
chaos_futex-on_ts-1e3	25	0	fa69bff3103a	1
chaos_futex-on_ts-1e3	26	0	4afedc2a4755	1
chaos_futex-on_ts-1e3	27	0	424686de0e61	1
chaos_futex-on_ts-1e3	28	0	076da465c2c2	1
chaos_futex-on_ts-1e3	29	0	4db6c8cc9de3	1
chaos_futex-on_ts-1e3	30	0	9dfb233f5994	1
chaos_heurrandom_ts-1e3	1	0	b3f15d6c3889	1
chaos_heurrandom_ts-1e3	2	0	3df1ef8a3ed5	1
chaos_heurrandom_ts-1e3	3	0	1393850ec1e8	1
chaos_heurrandom_ts-1e3	4	0	91b55860b517	1
chaos_heurrandom_ts-1e3	5	0	984af14b8fb9	1
chaos_heurrandom_ts-1e3	6	0	35055200e04c	1
chaos_heurrandom_ts-1e3	7	0	78499fadd6f5	1
chaos_heurrandom_ts-1e3	8	0	63c80f2dca87	1
chaos_heurrandom_ts-1e3	9	0	1a1884835566	1
chaos_heurrandom_ts-1e3	10	0	5d5563f1e835	1
chaos_heurrandom_ts-1e3	11	0	d973dd4701b7	1
chaos_heurrandom_ts-1e3	12	0	49793c44fbfe	1
chaos_heurrandom_ts-1e3	13	0	64eede341906	1
chaos_heurrandom_ts-1e3	14	0	5276e34b3569	1
chaos_heurrandom_ts-1e3	15	0	3f32ffcfd714	1
chaos_heurrandom_ts-1e3	16	0	807c9b026055	1
chaos_heurrandom_ts-1e3	17	0	2520b994f594	1
chaos_heurrandom_ts-1e3	18	0	c2d1fe17d604	1
chaos_heurrandom_ts-1e3	19	0	fd39ab42fb23	1
chaos_heurrandom_ts-1e3	20	0	beed37ccd44a	1
chaos_heurrandom_ts-1e3	21	0	a3193c60652d	1
chaos_heurrandom_ts-1e3	22	0	06e77c5c83d2	1
chaos_heurrandom_ts-1e3	23	0	611faa790930	1
chaos_heurrandom_ts-1e3	24	0	971f62b0034a	1
chaos_heurrandom_ts-1e3	25	0	6d919fa82c92	1
chaos_heurrandom_ts-1e3	26	0	5397356f2922	1
chaos_heurrandom_ts-1e3	27	0	32b0f86c638e	1
chaos_heurrandom_ts-1e3	28	0	45e0f4ce6413	1
chaos_heurrandom_ts-1e3	29	0	d42f9a7287bf	1
chaos_heurrandom_ts-1e3	30	0	9942f2ddbaed	1
