test_id,backend,path_kind,engagement,source,run_rc,dimension,tier,ref_records,backend_records,result,reason,first_difference,ref_dimension_sha256,backend_dimension_sha256,ref_events_sha256,backend_events_sha256
backend-parity-c/pid-probe,ptrace-control,reference-control,detcore_engaged,logfile,0,heap,HEAP_INTERBACKEND_SINGLE_RUN,2,2,PASS,nonzero exact match,,63a7c79536a8ff8d5dbb1d13d5b625e29dff18ca6ad5f53a15e490215757f240,63a7c79536a8ff8d5dbb1d13d5b625e29dff18ca6ad5f53a15e490215757f240,99f01e8cb9f006ed6ba020004244f34d7af5705df27d3766dd2195e44a70da10,0923a807aaa5a9a30930ed127d876676f2ac2d03a789c723083edbc8c7c5e0ff
backend-parity-c/pid-probe,dbi,dbt-backend,dbt_engaged,stderr_fallback,0,info,INFO_INTERBACKEND_SINGLE_RUN,302,256,DIVERGE,both sides nonzero and differ,,ef9c6a28fb78a48366136d4734a4f45c70e7bc74ee7a44c756f0f46b48e32d6c,d78b4ff9f85a8e76097c437b2673f0b4ab7d7d8ada0c2303f7013800827c5d8e,99f01e8cb9f006ed6ba020004244f34d7af5705df27d3766dd2195e44a70da10,f9b011beb57ba217d943528752d86e28de56bd6331edf769b54907510602b573
backend-parity-c/pid-probe,dbi,dbt-backend,dbt_engaged,stderr_fallback,0,stack,STACK_INTERBACKEND_SINGLE_RUN,81,73,DIVERGE,both sides nonzero and differ,,08e1b4f2d0efccce825e9fff7099c50c4230786b743eb09102352a1d80e42ca3,d78cdbc38a5aea6b1823b173dbc7a9174be3094a18cf8fd09f8b42dd121db982,99f01e8cb9f006ed6ba020004244f34d7af5705df27d3766dd2195e44a70da10,f9b011beb57ba217d943528752d86e28de56bd6331edf769b54907510602b573
backend-parity-c/pid-probe,dbi,dbt-backend,dbt_engaged,stderr_fallback,0,heap,HEAP_INTERBACKEND_SINGLE_RUN,2,0,ABSENT,"ptrace nonzero, target emitted zero qualifying records",,63a7c79536a8ff8d5dbb1d13d5b625e29dff18ca6ad5f53a15e490215757f240,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,99f01e8cb9f006ed6ba020004244f34d7af5705df27d3766dd2195e44a70da10,f9b011beb57ba217d943528752d86e28de56bd6331edf769b54907510602b573
backend-parity-c/pid-probe,kvm,kvm-backend,detcore_engaged,logfile,0,info,INFO_INTERBACKEND_SINGLE_RUN,302,208,DIVERGE,both sides nonzero and differ,,ef9c6a28fb78a48366136d4734a4f45c70e7bc74ee7a44c756f0f46b48e32d6c,1801ccf579c270ad29359c622418af94d1cc05a42f90a91e95c465d3ff114960,99f01e8cb9f006ed6ba020004244f34d7af5705df27d3766dd2195e44a70da10,23530405ed894794e5c78ef52191355120b90ae77c7cbdd76e3647e01ae73aee
backend-parity-c/pid-probe,kvm,kvm-backend,detcore_engaged,logfile,0,stack,STACK_INTERBACKEND_SINGLE_RUN,81,0,ABSENT,"ptrace nonzero, target emitted zero qualifying records",,08e1b4f2d0efccce825e9fff7099c50c4230786b743eb09102352a1d80e42ca3,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,99f01e8cb9f006ed6ba020004244f34d7af5705df27d3766dd2195e44a70da10,23530405ed894794e5c78ef52191355120b90ae77c7cbdd76e3647e01ae73aee
backend-parity-c/pid-probe,kvm,kvm-backend,detcore_engaged,logfile,0,heap,HEAP_INTERBACKEND_SINGLE_RUN,2,0,ABSENT,"ptrace nonzero, target emitted zero qualifying records",,63a7c79536a8ff8d5dbb1d13d5b625e29dff18ca6ad5f53a15e490215757f240,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,99f01e8cb9f006ed6ba020004244f34d7af5705df27d3766dd2195e44a70da10,23530405ed894794e5c78ef52191355120b90ae77c7cbdd76e3647e01ae73aee
backend-parity-c/pid-probe,sabre,binary-rewriting,rewrite_engaged_split_channel,stderr_fallback,0,info,INFO_INTERBACKEND_SINGLE_RUN,302,420,DIVERGE,both sides nonzero and differ,,ef9c6a28fb78a48366136d4734a4f45c70e7bc74ee7a44c756f0f46b48e32d6c,5264f7198a89477ba1f992453ae88bb48a03082a9122afd86127f9660379bf5b,99f01e8cb9f006ed6ba020004244f34d7af5705df27d3766dd2195e44a70da10,77acf5c005741940cef032bf416faef37a34691a932f2b4d2696a439cdeb389a
backend-parity-c/pid-probe,sabre,binary-rewriting,rewrite_engaged_split_channel,stderr_fallback,0,stack,STACK_INTERBACKEND_SINGLE_RUN,81,105,DIVERGE,both sides nonzero and differ,,08e1b4f2d0efccce825e9fff7099c50c4230786b743eb09102352a1d80e42ca3,e9c7f368a80f0ab5c91fa2374836871ef499d82ff74a6384420f2637caf3c3bb,99f01e8cb9f006ed6ba020004244f34d7af5705df27d3766dd2195e44a70da10,77acf5c005741940cef032bf416faef37a34691a932f2b4d2696a439cdeb389a
backend-parity-c/pid-probe,sabre,binary-rewriting,rewrite_engaged_split_channel,stderr_fallback,0,heap,HEAP_INTERBACKEND_SINGLE_RUN,2,101,DIVERGE,both sides nonzero and differ,,63a7c79536a8ff8d5dbb1d13d5b625e29dff18ca6ad5f53a15e490215757f240,8ebf0dc89cae43566f90b77d16108c4e1c0ef8579be68d768aaca4a2fa13fb3b,99f01e8cb9f006ed6ba020004244f34d7af5705df27d3766dd2195e44a70da10,77acf5c005741940cef032bf416faef37a34691a932f2b4d2696a439cdeb389a
