guest,family,expected_stdout_mode,exit_parity,stdout_parity,golden_l2,e9patch_l2,candidate_sites,mapped_sites,b0_sites,prologue,detlog_tail_match,status
preadv_memfd,preadv,exact:preadv=cdef,pass,pass,pass,pass,1,1,0,8,yes,PASS_L2
pwritev_memfd,pwritev,exact:pwritev=hiyo,pass,pass,pass,pass,1,1,0,8,yes,PASS_L2
fcntl_setfl_nonblock,fcntl-F_SETFL,exact:nonblock=1,pass,pass,pass,pass,1,1,0,8,yes,PASS_L2
fcntl_dupfd_cloexec,fcntl-F_DUPFD_CLOEXEC,exact:cloexec=1,pass,pass,pass,pass,1,1,0,8,yes,PASS_L2
mremap_grow,mremap,exact:mremap=ok,pass,pass,pass,pass,1,1,0,8,yes,PASS_L2
sendmsg_socketpair,sendmsg-recvmsg,exact:msg=hi,pass,pass,pass,pass,1,1,0,8,yes,PASS_L2
getsid_check,getsid,parity-only(None),pass,pass,pass,pass,1,1,0,8,yes,PASS_L2
getpgrp_check,getpgrp,parity-only(None),pass,pass,pass,pass,1,1,0,8,yes,PASS_L2
