label,mode,drv,out,run_index,nar_sha256_base32,status,wall_s
nondet-time,native,/nix/store/c7km7f6x4xx60phwnxgy4sjhqdimh8fh-nondet-time.drv,/nix/store/l334v1iwif7b6ik97k81wia9kzhmgxqv-nondet-time,1,02v4cri37s2kas736vcsaplf9fray0sd3sigq6201x2l4qc2biz0,ok,1
nondet-time,native,/nix/store/c7km7f6x4xx60phwnxgy4sjhqdimh8fh-nondet-time.drv,/nix/store/l334v1iwif7b6ik97k81wia9kzhmgxqv-nondet-time,2,1lx6fbila3ivyhkmkgscp2qmh3qnw98bp5i2228bxhlg9k30n43g,ok,0
nondet-time,native,/nix/store/c7km7f6x4xx60phwnxgy4sjhqdimh8fh-nondet-time.drv,/nix/store/l334v1iwif7b6ik97k81wia9kzhmgxqv-nondet-time,3,110vy97dig1k2rqzpzr6yv81iajppz4z1fkcd4l4b69gzpyjs1b0,ok,0
nondet-time,hermit,/nix/store/ndcg5day1m7sdykzazjzdsh3vbpg9s94-nondet-time.drv,/nix/store/fbqyjxwbiis2675wsr16ay00yzixdjcj-nondet-time,1,1c3jld7yb2j70khjvd0md6wqqpxwyyp2zmcvg6gq155znda1ch95,ok,3
nondet-time,hermit,/nix/store/ndcg5day1m7sdykzazjzdsh3vbpg9s94-nondet-time.drv,/nix/store/fbqyjxwbiis2675wsr16ay00yzixdjcj-nondet-time,2,0nvvqzgs41m2mqsksip4cx0fg814lmkvnvhsid3p6r39494sz1w9,ok,5
nondet-time,hermit,/nix/store/ndcg5day1m7sdykzazjzdsh3vbpg9s94-nondet-time.drv,/nix/store/fbqyjxwbiis2675wsr16ay00yzixdjcj-nondet-time,3,1c3jld7yb2j70khjvd0md6wqqpxwyyp2zmcvg6gq155znda1ch95,ok,3
nondet-time-native,native,/nix/store/c7km7f6x4xx60phwnxgy4sjhqdimh8fh-nondet-time.drv,/nix/store/l334v1iwif7b6ik97k81wia9kzhmgxqv-nondet-time,1,11p6pg312qalljxh42526fw51yqyvl01icr7q19acp0mb0da5841,ok,1
nondet-time-native,native,/nix/store/c7km7f6x4xx60phwnxgy4sjhqdimh8fh-nondet-time.drv,/nix/store/l334v1iwif7b6ik97k81wia9kzhmgxqv-nondet-time,2,1nk1zlssgmcrdf6ifnc1451nx1ycdh726g1mfda06l5i8ggcwq0m,ok,0
nondet-time-native,native,/nix/store/c7km7f6x4xx60phwnxgy4sjhqdimh8fh-nondet-time.drv,/nix/store/l334v1iwif7b6ik97k81wia9kzhmgxqv-nondet-time,3,13g4v6fgkf1p0k3wgz39qz31v6mnr0ar268nddkcwzl9jkrmx3qy,ok,0
nondet-time-native,native,/nix/store/c7km7f6x4xx60phwnxgy4sjhqdimh8fh-nondet-time.drv,/nix/store/l334v1iwif7b6ik97k81wia9kzhmgxqv-nondet-time,4,1x4nlhf2kgz0jds33i4cdajc53024fb3rc62l5kms3qzr0cxm7jv,ok,0
nondet-time-native,native,/nix/store/c7km7f6x4xx60phwnxgy4sjhqdimh8fh-nondet-time.drv,/nix/store/l334v1iwif7b6ik97k81wia9kzhmgxqv-nondet-time,5,1lbva0dxvpkvmdirxxznc95v22118zy51w0hzprlv2nh9axvjp7f,ok,0
