timestamp,machine_id,git_sha,nproc,wall_s,user_s,sys_s,result,n_steps,pct_we,pct_other,total_busy_pct,ipc,cache_miss_pct,jobs
2026-08-04T03:50:26,AMD_EPYC_9D85_158-Core_Processor,b883ace53822159c94c7910f43de09acf89bea5e,316,4.1,3.2,0.0,fail,3,0.25,5.77,6.02,,,3
