run_id,run_utc,hermit_sha,reverie_sha,dirty,run_mode,lane,bucket,test_id,test_mode,backend,cell_state,outcome,deterministic,parity,output_hash,duration_ms,max_rss_kb,reason
e9patch-fullcorpus-scorecard,@1785623976,82a8e853357584a3a567fd80812e015572a607c7,a4f33d69a56ed4233a53b218c39d93807ffc8cd0,false,expansion,portable,c-programs,c-programs/print-memaddrs,verify,e9patch,expansion,pass,1,0,a67b29f32b12ecfa145a8b3ac353f66eee88c9f7e997bd213fb40cc818ba7d39,181,,
ptrace-fullcorpus-scorecard,@1785621409,82a8e853357584a3a567fd80812e015572a607c7,a4f33d69a56ed4233a53b218c39d93807ffc8cd0,false,expansion,portable,c-programs,c-programs/print-memaddrs,verify,ptrace,disabled,pass,1,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,205,,
e9patch-fullcorpus-scorecard,@1785623976,82a8e853357584a3a567fd80812e015572a607c7,a4f33d69a56ed4233a53b218c39d93807ffc8cd0,false,expansion,portable,c-programs,c-programs/proc-fd-link-aliases,verify,e9patch,expansion,pass,1,0,b5667381faefab0a85b7d69769618e2119f1e2f1f18e3482f3813f8fde2ed0e3,213,,
ptrace-fullcorpus-scorecard,@1785621409,82a8e853357584a3a567fd80812e015572a607c7,a4f33d69a56ed4233a53b218c39d93807ffc8cd0,false,expansion,portable,c-programs,c-programs/proc-fd-link-aliases,verify,ptrace,disabled,pass,1,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,241,,
e9patch-fullcorpus-scorecard,@1785623976,82a8e853357584a3a567fd80812e015572a607c7,a4f33d69a56ed4233a53b218c39d93807ffc8cd0,false,expansion,portable,c-programs,c-programs/rcx-canonicalization,verify,e9patch,expansion,diverge,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,100,,e9patch-verify-fail-exit1
ptrace-fullcorpus-scorecard,@1785621409,82a8e853357584a3a567fd80812e015572a607c7,a4f33d69a56ed4233a53b218c39d93807ffc8cd0,false,expansion,portable,c-programs,c-programs/rcx-canonicalization,verify,ptrace,disabled,pass,1,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,203,,
e9patch-fullcorpus-scorecard,@1785623976,82a8e853357584a3a567fd80812e015572a607c7,a4f33d69a56ed4233a53b218c39d93807ffc8cd0,false,expansion,portable,language-runtimes,language-runtimes/bash-loop-pipe-time,verify,e9patch,expansion,pass,1,0,e4dfc32a6d2616d8484e13db65a92a01305d42c41a5b6983a3714dac132f12ee,5160,,
ptrace-fullcorpus-scorecard,@1785621409,82a8e853357584a3a567fd80812e015572a607c7,a4f33d69a56ed4233a53b218c39d93807ffc8cd0,false,expansion,portable,language-runtimes,language-runtimes/bash-loop-pipe-time,verify,ptrace,expansion,pass,1,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,5297,,
e9patch-fullcorpus-scorecard,@1785623976,82a8e853357584a3a567fd80812e015572a607c7,a4f33d69a56ed4233a53b218c39d93807ffc8cd0,false,expansion,portable,language-runtimes,language-runtimes/perl-io-subprocess-time,verify,e9patch,expansion,pass,1,0,01810f7022778df23afc0a4ea5e2bf42bfa157da839484093804770675ebbee8,2424,,
ptrace-fullcorpus-scorecard,@1785621409,82a8e853357584a3a567fd80812e015572a607c7,a4f33d69a56ed4233a53b218c39d93807ffc8cd0,false,expansion,portable,language-runtimes,language-runtimes/perl-io-subprocess-time,verify,ptrace,expansion,pass,1,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2518,,
e9patch-fullcorpus-scorecard,@1785623976,82a8e853357584a3a567fd80812e015572a607c7,a4f33d69a56ed4233a53b218c39d93807ffc8cd0,false,expansion,portable,language-runtimes,language-runtimes/python-io-subprocess-time,verify,e9patch,expansion,pass,1,0,1bbca6005d5968c0fac9ce2a5096a782712ec6c4dc702f6fcae51e0af4942ea9,54266,,
ptrace-fullcorpus-scorecard,@1785621409,82a8e853357584a3a567fd80812e015572a607c7,a4f33d69a56ed4233a53b218c39d93807ffc8cd0,false,expansion,portable,language-runtimes,language-runtimes/python-io-subprocess-time,verify,ptrace,expansion,pass,1,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,54898,,
e9patch-fullcorpus-scorecard,@1785623976,82a8e853357584a3a567fd80812e015572a607c7,a4f33d69a56ed4233a53b218c39d93807ffc8cd0,false,expansion,portable,system-utils,system-utils/date-nanoseconds,verify,e9patch,expansion,pass,1,0,22f32510c89197ba15d463b06538c8af3fd87fd9957ca3c5fb942bfa47ef960b,1143,,
ptrace-fullcorpus-scorecard,@1785621409,82a8e853357584a3a567fd80812e015572a607c7,a4f33d69a56ed4233a53b218c39d93807ffc8cd0,false,expansion,portable,system-utils,system-utils/date-nanoseconds,verify,ptrace,expansion,pass,1,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1115,,
