timestamp,machine_id,git_sha,nproc,wall_s,user_s,sys_s,result,n_steps,pct_we,pct_other,total_busy_pct,ipc,cache_miss_pct,jobs
2026-08-05T21:29:29,AMD_EPYC_9D85_158-Core_Processor,5645376a7ae6b58d4476a44be5c617a7727c7c6a,316,1.2,0.0,0.1,fail,4,0.02,6.44,6.45,,,4
2026-08-05T21:29:57,AMD_EPYC_9D85_158-Core_Processor,5645376a7ae6b58d4476a44be5c617a7727c7c6a,316,12.2,0.1,0.2,fail,4,0.01,7.2,7.21,,,4
2026-08-05T21:31:15,AMD_EPYC_9D85_158-Core_Processor,7b94becb79ab2b27b869e7eb21c92fe44bb64e47,316,1.3,0.0,0.0,fail,1,0.01,6.11,6.12,,,316
