aio_refusal	RAN	124	NO-COUNT	
append_pwrite	RAN	124	NO-COUNT	
bind_getsockname	RAN	0	ok=6	:: Run1...
cachestat_refusal	RAN	0	ok=2	:: Run1...
child_subreaper_refusal	RAN	0	ok=2	:: Run1...
close_range_fds	RAN	0	ok=6	:: Run1...
copy_file_range_refusal	RAN	0	ok=3	:: Run1...
cpuid_probe	RAN	0	NO-COUNT	:: Run1...
cpu_virtualization	RAN	0	NO-COUNT	:: Run1...
cwd_roundtrip	RAN	0	ok=6	:: Run1...
dup_shared_offset	RAN	0	ok=6	:: Run1...
epoll_pwait2_readiness	RAN	0	ok=7	:: Run1...
epoll_readiness	RAN	0	ok=6	:: Run1...
eventfd_probe	RAN	0	NO-COUNT	:: Run1...
faccessat2_flags	RAN	0	ok=6	:: Run1...
fadvise_hints	RAN	0	ok=5	:: Run1...
fallocate_extents	RAN	0	ok=5	:: Run1...
fchmodat2_flags	RAN	0	ok=5	:: Run1...
fchmod_bits	RAN	0	ok=5	:: Run1...
fcntl_owner	RAN	0	ok=6	:: Run1...
fd_duplication	RAN	0	ok=11	:: Run1...
file_backed_mmap	RAN	0	ok=5	:: Run1...
flock_lifecycle	RAN	0	ok=5	:: Run1...
fsync_durability	RAN	0	ok=6	:: Run1...
ftruncate_sparse	RAN	0	ok=6	:: Run1...
getrusage_self_accounting	RAN	0	ok=6	:: Run1...
inotify_watch	RAN	0	ok=4	:: Run1...
ioctl_fionread	RAN	0	ok=6	:: Run1...
kcmp_refusal	RAN	0	ok=3	:: Run1...
linkat_flags	RAN	0	ok=5	:: Run1...
lseek_positioning	RAN	0	ok=11	:: Run1...
mce_kill_policy	RAN	0	ok=2	:: Run1...
membarrier_query	RAN	0	ok=2	:: Run1...
memfd_create	RAN	0	ok=5	:: Run1...
mempolicy_default	RAN	0	ok=4	:: Run1...
mincore_residency	RAN	0	ok=6	:: Run1...
mkdir_rmdir	RAN	0	ok=6	:: Run1...
mknod_special	RAN	0	ok=4	:: Run1...
msync_writeback	RAN	0	ok=5	:: Run1...
name_to_handle	RAN	0	ok=3	:: Run1...
no_new_privs_refusal	RAN	0	ok=3	:: Run1...
openat2_refusal	RAN	0	ok=3	:: Run1...
openat_flags	RAN	0	ok=6	:: Run1...
o_tmpfile_anon	RAN	0	ok=6	:: Run1...
path_file_ops	RAN	0	ok=6	:: Run1...
personality_domain	RAN	0	ok=5	:: Run1...
pidfd_open_self	RAN	0	ok=6	:: Run1...
pid_probe	RAN	0	NO-COUNT	:: Run1...
pipe2_flags	RAN	0	ok=4	:: Run1...
pipe_capacity	RAN	0	ok=5	:: Run1...
pipe_ipc	RAN	0	NO-COUNT	:: Run1...
poll_readiness	RAN	0	ok=8	:: Run1...
prctl_pdeathsig	RAN	0	ok=6	:: Run1...
preadv2_flags	RAN	0	ok=6	:: Run1...
pthread_lifecycle	RAN	0	NO-COUNT	:: Run1...
readdir_entries	RAN	0	ok=3	:: Run1...
record_lock	RAN	0	ok=6	:: Run1...
renameat2_flags	RAN	0	ok=4	:: Run1...
rename_ops	RAN	0	ok=4	:: Run1...
robust_list	RAN	0	ok=5	:: Run1...
seccomp_refusal	RAN	0	ok=2	:: Run1...
sendfile_copy	RAN	0	NO-COUNT	:: Run1...
set_tid_address	RAN	0	ok=4	:: Run1...
shutdown_socketpair	RAN	0	ok=5	:: Run1...
sigaction_state	RAN	0	ok=5	:: Run1...
sigaltstack_state	RAN	0	ok=4	:: Run1...
signalfd_create	RAN	0	ok=6	:: Run1...
sigprocmask_state	RAN	0	ok=5	:: Run1...
socket_options	RAN	0	ok=6	:: Run1...
socketpair_flags	RAN	0	ok=7	:: Run1...
sockname_unnamed	RAN	0	ok=6	:: Run1...
statfs_free_determinism	RAN	0	ok=6	:: Run1...
statx_metadata	RAN	0	ok=5	:: Run1...
symlink_ops	RAN	0	ok=6	:: Run1...
sync_file_range	RAN	0	ok=4	:: Run1...
sysv_ipc_refusal	RAN	0	ok=3	:: Run1...
thp_disable	RAN	0	ok=4	:: Run1...
umask_mode	RAN	0	ok=5	:: Run1...
uname_identity	RAN	0	ok=4	:: Run1...
utimensat_determinism	RAN	0	ok=5	:: Run1...
vectored_file_io	RAN	0	ok=6	:: Run1...
vectored_io	RAN	0	NO-COUNT	:: Run1...
getcpu_identity	RAN	0	NO-COUNT	:: Run1...
getpriority_identity	RAN	0	NO-COUNT	:: Run1...
numa_node_identity	RAN	0	NO-COUNT	:: Run1...
prctl_identity	RAN	0	NO-COUNT	:: Run1...
rlimit_identity	RAN	0	NO-COUNT	:: Run1...
sched_getaffinity_identity	RAN	0	NO-COUNT	:: Run1...
DONE
