fixture,program,mode,backend,cell,actual_run
robust-list,robust_list,chaos,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
robust-list,robust_list,chaos,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
robust-list,robust_list,chaos,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
robust-list,robust_list,custom,ptrace,DECLINED-IN-MANIFEST,
robust-list,robust_list,custom,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
robust-list,robust_list,custom,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
robust-list,robust_list,custom,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
robust-list,robust_list,custom,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
robust-list,robust_list,custom,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
seccomp-refusal,seccomp_refusal,verify,ptrace,GATED-OFF(ci=false),EXECUTED ok=2 rc=0
seccomp-refusal,seccomp_refusal,verify,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
seccomp-refusal,seccomp_refusal,verify,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
seccomp-refusal,seccomp_refusal,verify,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
seccomp-refusal,seccomp_refusal,verify,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
seccomp-refusal,seccomp_refusal,verify,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
seccomp-refusal,seccomp_refusal,naked,ptrace,NOT-WIRED,
seccomp-refusal,seccomp_refusal,naked,kvm,NOT-WIRED,cannot-execute-here: HUNG(no verdict in 60s)
seccomp-refusal,seccomp_refusal,naked,dbi,NOT-WIRED,cannot-execute-here: not-in-build
seccomp-refusal,seccomp_refusal,naked,liteinst,NOT-WIRED,cannot-execute-here: runtime .so missing
seccomp-refusal,seccomp_refusal,naked,sabre,NOT-WIRED,cannot-execute-here: not-in-build
seccomp-refusal,seccomp_refusal,naked,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
seccomp-refusal,seccomp_refusal,replay,ptrace,DECLINED-IN-MANIFEST,
seccomp-refusal,seccomp_refusal,replay,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
seccomp-refusal,seccomp_refusal,replay,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
seccomp-refusal,seccomp_refusal,replay,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
seccomp-refusal,seccomp_refusal,replay,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
seccomp-refusal,seccomp_refusal,replay,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
seccomp-refusal,seccomp_refusal,chaos,ptrace,DECLINED-IN-MANIFEST,
seccomp-refusal,seccomp_refusal,chaos,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
seccomp-refusal,seccomp_refusal,chaos,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
seccomp-refusal,seccomp_refusal,chaos,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
seccomp-refusal,seccomp_refusal,chaos,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
seccomp-refusal,seccomp_refusal,chaos,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
seccomp-refusal,seccomp_refusal,custom,ptrace,DECLINED-IN-MANIFEST,
seccomp-refusal,seccomp_refusal,custom,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
seccomp-refusal,seccomp_refusal,custom,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
seccomp-refusal,seccomp_refusal,custom,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
seccomp-refusal,seccomp_refusal,custom,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
seccomp-refusal,seccomp_refusal,custom,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
signalfd-create,signalfd_create,verify,ptrace,GATED-OFF(ci=false),EXECUTED ok=6 rc=0
signalfd-create,signalfd_create,verify,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
signalfd-create,signalfd_create,verify,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
signalfd-create,signalfd_create,verify,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
signalfd-create,signalfd_create,verify,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
signalfd-create,signalfd_create,verify,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
signalfd-create,signalfd_create,naked,ptrace,NOT-WIRED,
signalfd-create,signalfd_create,naked,kvm,NOT-WIRED,cannot-execute-here: HUNG(no verdict in 60s)
signalfd-create,signalfd_create,naked,dbi,NOT-WIRED,cannot-execute-here: not-in-build
signalfd-create,signalfd_create,naked,liteinst,NOT-WIRED,cannot-execute-here: runtime .so missing
signalfd-create,signalfd_create,naked,sabre,NOT-WIRED,cannot-execute-here: not-in-build
signalfd-create,signalfd_create,naked,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
signalfd-create,signalfd_create,replay,ptrace,DECLINED-IN-MANIFEST,
signalfd-create,signalfd_create,replay,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
signalfd-create,signalfd_create,replay,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
signalfd-create,signalfd_create,replay,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
signalfd-create,signalfd_create,replay,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
signalfd-create,signalfd_create,replay,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
signalfd-create,signalfd_create,chaos,ptrace,DECLINED-IN-MANIFEST,
signalfd-create,signalfd_create,chaos,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
signalfd-create,signalfd_create,chaos,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
signalfd-create,signalfd_create,chaos,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
signalfd-create,signalfd_create,chaos,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
signalfd-create,signalfd_create,chaos,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
signalfd-create,signalfd_create,custom,ptrace,DECLINED-IN-MANIFEST,
signalfd-create,signalfd_create,custom,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
signalfd-create,signalfd_create,custom,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
signalfd-create,signalfd_create,custom,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
signalfd-create,signalfd_create,custom,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
signalfd-create,signalfd_create,custom,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
statfs-free-determinism,statfs_free_determinism,verify,ptrace,GATED-OFF(ci=false),EXECUTED ok=6 rc=0
statfs-free-determinism,statfs_free_determinism,verify,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
statfs-free-determinism,statfs_free_determinism,verify,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
statfs-free-determinism,statfs_free_determinism,verify,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
statfs-free-determinism,statfs_free_determinism,verify,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
statfs-free-determinism,statfs_free_determinism,verify,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
statfs-free-determinism,statfs_free_determinism,naked,ptrace,NOT-WIRED,
statfs-free-determinism,statfs_free_determinism,naked,kvm,NOT-WIRED,cannot-execute-here: HUNG(no verdict in 60s)
statfs-free-determinism,statfs_free_determinism,naked,dbi,NOT-WIRED,cannot-execute-here: not-in-build
statfs-free-determinism,statfs_free_determinism,naked,liteinst,NOT-WIRED,cannot-execute-here: runtime .so missing
statfs-free-determinism,statfs_free_determinism,naked,sabre,NOT-WIRED,cannot-execute-here: not-in-build
statfs-free-determinism,statfs_free_determinism,naked,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
statfs-free-determinism,statfs_free_determinism,replay,ptrace,DECLINED-IN-MANIFEST,
statfs-free-determinism,statfs_free_determinism,replay,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
statfs-free-determinism,statfs_free_determinism,replay,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
statfs-free-determinism,statfs_free_determinism,replay,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
statfs-free-determinism,statfs_free_determinism,replay,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
statfs-free-determinism,statfs_free_determinism,replay,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
statfs-free-determinism,statfs_free_determinism,chaos,ptrace,DECLINED-IN-MANIFEST,
statfs-free-determinism,statfs_free_determinism,chaos,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
statfs-free-determinism,statfs_free_determinism,chaos,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
statfs-free-determinism,statfs_free_determinism,chaos,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
statfs-free-determinism,statfs_free_determinism,chaos,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
statfs-free-determinism,statfs_free_determinism,chaos,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
statfs-free-determinism,statfs_free_determinism,custom,ptrace,DECLINED-IN-MANIFEST,
statfs-free-determinism,statfs_free_determinism,custom,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
statfs-free-determinism,statfs_free_determinism,custom,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
statfs-free-determinism,statfs_free_determinism,custom,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
statfs-free-determinism,statfs_free_determinism,custom,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
statfs-free-determinism,statfs_free_determinism,custom,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
statx-metadata,statx_metadata,verify,ptrace,GATED-OFF(ci=false),EXECUTED ok=5 rc=0
statx-metadata,statx_metadata,verify,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
statx-metadata,statx_metadata,verify,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
statx-metadata,statx_metadata,verify,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
statx-metadata,statx_metadata,verify,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
statx-metadata,statx_metadata,verify,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
statx-metadata,statx_metadata,naked,ptrace,NOT-WIRED,
statx-metadata,statx_metadata,naked,kvm,NOT-WIRED,cannot-execute-here: HUNG(no verdict in 60s)
statx-metadata,statx_metadata,naked,dbi,NOT-WIRED,cannot-execute-here: not-in-build
statx-metadata,statx_metadata,naked,liteinst,NOT-WIRED,cannot-execute-here: runtime .so missing
statx-metadata,statx_metadata,naked,sabre,NOT-WIRED,cannot-execute-here: not-in-build
statx-metadata,statx_metadata,naked,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
statx-metadata,statx_metadata,replay,ptrace,DECLINED-IN-MANIFEST,
statx-metadata,statx_metadata,replay,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
statx-metadata,statx_metadata,replay,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
statx-metadata,statx_metadata,replay,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
statx-metadata,statx_metadata,replay,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
statx-metadata,statx_metadata,replay,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
statx-metadata,statx_metadata,chaos,ptrace,DECLINED-IN-MANIFEST,
statx-metadata,statx_metadata,chaos,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
statx-metadata,statx_metadata,chaos,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
statx-metadata,statx_metadata,chaos,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
statx-metadata,statx_metadata,chaos,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
statx-metadata,statx_metadata,chaos,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
statx-metadata,statx_metadata,custom,ptrace,DECLINED-IN-MANIFEST,
statx-metadata,statx_metadata,custom,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
statx-metadata,statx_metadata,custom,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
statx-metadata,statx_metadata,custom,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
statx-metadata,statx_metadata,custom,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
statx-metadata,statx_metadata,custom,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
symlink-ops,symlink_ops,verify,ptrace,GATED-OFF(ci=false),EXECUTED ok=6 rc=0
symlink-ops,symlink_ops,verify,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
symlink-ops,symlink_ops,verify,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
symlink-ops,symlink_ops,verify,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
symlink-ops,symlink_ops,verify,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
symlink-ops,symlink_ops,verify,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
symlink-ops,symlink_ops,naked,ptrace,NOT-WIRED,
symlink-ops,symlink_ops,naked,kvm,NOT-WIRED,cannot-execute-here: HUNG(no verdict in 60s)
symlink-ops,symlink_ops,naked,dbi,NOT-WIRED,cannot-execute-here: not-in-build
symlink-ops,symlink_ops,naked,liteinst,NOT-WIRED,cannot-execute-here: runtime .so missing
symlink-ops,symlink_ops,naked,sabre,NOT-WIRED,cannot-execute-here: not-in-build
symlink-ops,symlink_ops,naked,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
symlink-ops,symlink_ops,replay,ptrace,DECLINED-IN-MANIFEST,
symlink-ops,symlink_ops,replay,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
symlink-ops,symlink_ops,replay,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
symlink-ops,symlink_ops,replay,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
symlink-ops,symlink_ops,replay,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
symlink-ops,symlink_ops,replay,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
symlink-ops,symlink_ops,chaos,ptrace,DECLINED-IN-MANIFEST,
symlink-ops,symlink_ops,chaos,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
symlink-ops,symlink_ops,chaos,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
symlink-ops,symlink_ops,chaos,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
symlink-ops,symlink_ops,chaos,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
symlink-ops,symlink_ops,chaos,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
symlink-ops,symlink_ops,custom,ptrace,DECLINED-IN-MANIFEST,
symlink-ops,symlink_ops,custom,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
symlink-ops,symlink_ops,custom,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
symlink-ops,symlink_ops,custom,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
symlink-ops,symlink_ops,custom,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
symlink-ops,symlink_ops,custom,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
sync-file-range,sync_file_range,verify,ptrace,GATED-OFF(ci=false),EXECUTED ok=4 rc=0
sync-file-range,sync_file_range,verify,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
sync-file-range,sync_file_range,verify,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
sync-file-range,sync_file_range,verify,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
sync-file-range,sync_file_range,verify,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
sync-file-range,sync_file_range,verify,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
sync-file-range,sync_file_range,naked,ptrace,NOT-WIRED,
sync-file-range,sync_file_range,naked,kvm,NOT-WIRED,cannot-execute-here: HUNG(no verdict in 60s)
sync-file-range,sync_file_range,naked,dbi,NOT-WIRED,cannot-execute-here: not-in-build
sync-file-range,sync_file_range,naked,liteinst,NOT-WIRED,cannot-execute-here: runtime .so missing
sync-file-range,sync_file_range,naked,sabre,NOT-WIRED,cannot-execute-here: not-in-build
sync-file-range,sync_file_range,naked,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
sync-file-range,sync_file_range,replay,ptrace,DECLINED-IN-MANIFEST,
sync-file-range,sync_file_range,replay,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
sync-file-range,sync_file_range,replay,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
sync-file-range,sync_file_range,replay,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
sync-file-range,sync_file_range,replay,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
sync-file-range,sync_file_range,replay,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
sync-file-range,sync_file_range,chaos,ptrace,DECLINED-IN-MANIFEST,
sync-file-range,sync_file_range,chaos,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
sync-file-range,sync_file_range,chaos,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
sync-file-range,sync_file_range,chaos,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
sync-file-range,sync_file_range,chaos,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
sync-file-range,sync_file_range,chaos,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
sync-file-range,sync_file_range,custom,ptrace,DECLINED-IN-MANIFEST,
sync-file-range,sync_file_range,custom,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
sync-file-range,sync_file_range,custom,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
sync-file-range,sync_file_range,custom,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
sync-file-range,sync_file_range,custom,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
sync-file-range,sync_file_range,custom,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
sysv-ipc-refusal,sysv_ipc_refusal,verify,ptrace,GATED-OFF(ci=false),EXECUTED ok=3 rc=0
sysv-ipc-refusal,sysv_ipc_refusal,verify,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
sysv-ipc-refusal,sysv_ipc_refusal,verify,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
sysv-ipc-refusal,sysv_ipc_refusal,verify,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
sysv-ipc-refusal,sysv_ipc_refusal,verify,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
sysv-ipc-refusal,sysv_ipc_refusal,verify,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
sysv-ipc-refusal,sysv_ipc_refusal,naked,ptrace,NOT-WIRED,
sysv-ipc-refusal,sysv_ipc_refusal,naked,kvm,NOT-WIRED,cannot-execute-here: HUNG(no verdict in 60s)
sysv-ipc-refusal,sysv_ipc_refusal,naked,dbi,NOT-WIRED,cannot-execute-here: not-in-build
sysv-ipc-refusal,sysv_ipc_refusal,naked,liteinst,NOT-WIRED,cannot-execute-here: runtime .so missing
sysv-ipc-refusal,sysv_ipc_refusal,naked,sabre,NOT-WIRED,cannot-execute-here: not-in-build
sysv-ipc-refusal,sysv_ipc_refusal,naked,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
sysv-ipc-refusal,sysv_ipc_refusal,replay,ptrace,DECLINED-IN-MANIFEST,
sysv-ipc-refusal,sysv_ipc_refusal,replay,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
sysv-ipc-refusal,sysv_ipc_refusal,replay,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
sysv-ipc-refusal,sysv_ipc_refusal,replay,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
sysv-ipc-refusal,sysv_ipc_refusal,replay,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
sysv-ipc-refusal,sysv_ipc_refusal,replay,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
sysv-ipc-refusal,sysv_ipc_refusal,chaos,ptrace,DECLINED-IN-MANIFEST,
sysv-ipc-refusal,sysv_ipc_refusal,chaos,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
sysv-ipc-refusal,sysv_ipc_refusal,chaos,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
sysv-ipc-refusal,sysv_ipc_refusal,chaos,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
sysv-ipc-refusal,sysv_ipc_refusal,chaos,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
sysv-ipc-refusal,sysv_ipc_refusal,chaos,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
sysv-ipc-refusal,sysv_ipc_refusal,custom,ptrace,DECLINED-IN-MANIFEST,
sysv-ipc-refusal,sysv_ipc_refusal,custom,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
sysv-ipc-refusal,sysv_ipc_refusal,custom,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
sysv-ipc-refusal,sysv_ipc_refusal,custom,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
sysv-ipc-refusal,sysv_ipc_refusal,custom,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
sysv-ipc-refusal,sysv_ipc_refusal,custom,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
thp-disable,thp_disable,verify,ptrace,GATED-OFF(ci=false),EXECUTED ok=4 rc=0
thp-disable,thp_disable,verify,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
thp-disable,thp_disable,verify,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
thp-disable,thp_disable,verify,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
thp-disable,thp_disable,verify,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
thp-disable,thp_disable,verify,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
thp-disable,thp_disable,naked,ptrace,NOT-WIRED,
thp-disable,thp_disable,naked,kvm,NOT-WIRED,cannot-execute-here: HUNG(no verdict in 60s)
thp-disable,thp_disable,naked,dbi,NOT-WIRED,cannot-execute-here: not-in-build
thp-disable,thp_disable,naked,liteinst,NOT-WIRED,cannot-execute-here: runtime .so missing
thp-disable,thp_disable,naked,sabre,NOT-WIRED,cannot-execute-here: not-in-build
thp-disable,thp_disable,naked,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
thp-disable,thp_disable,replay,ptrace,DECLINED-IN-MANIFEST,
thp-disable,thp_disable,replay,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
thp-disable,thp_disable,replay,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
thp-disable,thp_disable,replay,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
thp-disable,thp_disable,replay,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
thp-disable,thp_disable,replay,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
thp-disable,thp_disable,chaos,ptrace,DECLINED-IN-MANIFEST,
thp-disable,thp_disable,chaos,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
thp-disable,thp_disable,chaos,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
thp-disable,thp_disable,chaos,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
thp-disable,thp_disable,chaos,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
thp-disable,thp_disable,chaos,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
thp-disable,thp_disable,custom,ptrace,DECLINED-IN-MANIFEST,
thp-disable,thp_disable,custom,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
thp-disable,thp_disable,custom,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
thp-disable,thp_disable,custom,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
thp-disable,thp_disable,custom,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
thp-disable,thp_disable,custom,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
umask-mode,umask_mode,verify,ptrace,GATED-OFF(ci=false),EXECUTED ok=5 rc=0
umask-mode,umask_mode,verify,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
umask-mode,umask_mode,verify,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
umask-mode,umask_mode,verify,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
umask-mode,umask_mode,verify,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
umask-mode,umask_mode,verify,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
umask-mode,umask_mode,naked,ptrace,NOT-WIRED,
umask-mode,umask_mode,naked,kvm,NOT-WIRED,cannot-execute-here: HUNG(no verdict in 60s)
umask-mode,umask_mode,naked,dbi,NOT-WIRED,cannot-execute-here: not-in-build
umask-mode,umask_mode,naked,liteinst,NOT-WIRED,cannot-execute-here: runtime .so missing
umask-mode,umask_mode,naked,sabre,NOT-WIRED,cannot-execute-here: not-in-build
umask-mode,umask_mode,naked,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
umask-mode,umask_mode,replay,ptrace,DECLINED-IN-MANIFEST,
umask-mode,umask_mode,replay,kvm,DECLINED-IN-MANIFEST,cannot-execute-here: HUNG(no verdict in 60s)
umask-mode,umask_mode,replay,dbi,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
umask-mode,umask_mode,replay,liteinst,DECLINED-IN-MANIFEST,cannot-execute-here: runtime .so missing
umask-mode,umask_mode,replay,sabre,DECLINED-IN-MANIFEST,cannot-execute-here: not-in-build
umask-mode,umask_mode,replay,e9patch,NOT-WIRED,cannot-execute-here: not-in-build
umask-mode,umask_mode,chaos,ptrace,DECLINED-IN-MANIFEST,
