guest,family,expected_stdout_mode,exit_parity,stdout_parity,golden_l2,e9patch_l2,candidate_sites,mapped_sites,b0_sites,prologue,detlog_tail_match,status
read_devzero,content-io,exact:zeros=16,pass,pass,pass,pass,1,1,0,8,yes,PASS_L2
read_devnull_eof,content-io,exact:eof=0,pass,pass,pass,pass,1,1,0,8,yes,PASS_L2
fstat_devnull,stat-mode-bits,exact:chardev=1,pass,pass,pass,pass,1,1,0,8,yes,PASS_L2
lseek_pipe,errno-path,exact:espipe=-29,pass,pass,pass,pass,1,1,0,8,yes,PASS_L2
write_badfd,errno-path,exact:ebadf=-9,pass,pass,pass,pass,1,1,0,8,yes,PASS_L2
mprotect_roundtrip,memory-protection,exact:mprotect=ok,pass,pass,pass,pass,1,1,0,8,yes,PASS_L2
getid_identity,credentials,parity-only(None),pass,pass,pass,pass,1,1,0,8,yes,PASS_L2
getgroups_identity,credentials,parity-only(None),pass,pass,pass,pass,1,1,0,8,yes,PASS_L2
