cell	backend	run	rc	detlog_records	mapped_sites	refusal
static_nolibc_syscall_sites	sabre	7	0	15	n/a	
static_nolibc_syscall_sites	sabre	8	0	15	n/a	
static_nolibc_syscall_sites	sabre	9	0	15	n/a	
static_nolibc_syscall_sites	sabre	10	0	15	n/a	
static_nolibc_syscall_sites	sabre	11	0	15	n/a	
static_nolibc_syscall_sites	sabre	12	0	15	n/a	
static_nolibc_syscall_sites	sabre	13	0	15	n/a	
static_nolibc_syscall_sites	sabre	14	0	15	n/a	
static_nolibc_syscall_sites	sabre	15	0	15	n/a	
static_nolibc_syscall_sites	sabre	16	0	15	n/a	
static_nolibc_syscall_sites	sabre	17	0	15	n/a	
static_nolibc_syscall_sites	sabre	18	0	15	n/a	
static_nolibc_syscall_sites	sabre	19	0	15	n/a	
static_nolibc_syscall_sites	sabre	20	0	15	n/a	
static_nolibc_syscall_sites	sabre	21	0	15	n/a	
static_nolibc_syscall_sites	sabre	22	0	15	n/a	
static_nolibc_syscall_sites	sabre	23	0	15	n/a	
static_nolibc_syscall_sites	sabre	24	0	15	n/a	
static_nolibc_syscall_sites	sabre	25	0	15	n/a	
static_nolibc_syscall_sites	sabre	26	0	15	n/a	
static_nolibc_syscall_sites	sabre	27	0	15	n/a	
static_nolibc_syscall_sites	sabre	28	0	15	n/a	
static_nolibc_syscall_sites	sabre	29	0	15	n/a	
static_nolibc_syscall_sites	sabre	30	0	15	n/a	
static_nolibc_syscall_sites	e9patch	1	0	31	mapped_sites=2	
static_nolibc_syscall_sites	e9patch	2	0	31	mapped_sites=2	
static_nolibc_syscall_sites	e9patch	3	0	31	mapped_sites=2	
static_nolibc_syscall_sites	e9patch	4	0	31	mapped_sites=2	
static_nolibc_syscall_sites	e9patch	5	0	31	mapped_sites=2	
static_nolibc_syscall_sites	e9patch	6	0	31	mapped_sites=2	
static_nolibc_syscall_sites	e9patch	7	0	31	mapped_sites=2	
static_nolibc_syscall_sites	e9patch	8	0	31	mapped_sites=2	
static_nolibc_syscall_sites	e9patch	9	0	31	mapped_sites=2	
static_nolibc_syscall_sites	e9patch	10	0	31	mapped_sites=2	
static_nolibc_syscall_sites	e9patch	11	0	31	mapped_sites=2	
static_nolibc_syscall_sites	e9patch	12	0	31	mapped_sites=2	
static_nolibc_syscall_sites	e9patch	13	0	31	mapped_sites=2	
static_nolibc_syscall_sites	e9patch	14	0	31	mapped_sites=2	
static_nolibc_syscall_sites	e9patch	15	0	31	mapped_sites=2	
static_nolibc_syscall_sites	e9patch	16	0	31	mapped_sites=2	
static_nolibc_syscall_sites	e9patch	17	0	31	mapped_sites=2	
static_nolibc_syscall_sites	e9patch	18	0	31	mapped_sites=2	
static_nolibc_syscall_sites	e9patch	19	0	31	mapped_sites=2	
static_nolibc_syscall_sites	e9patch	20	0	31	mapped_sites=2	
static_nolibc_syscall_sites	e9patch	21	0	31	mapped_sites=2	
static_nolibc_syscall_sites	e9patch	22	0	31	mapped_sites=2	
static_nolibc_syscall_sites	e9patch	23	0	31	mapped_sites=2	
static_nolibc_syscall_sites	e9patch	24	0	31	mapped_sites=2	
static_nolibc_syscall_sites	e9patch	25	0	31	mapped_sites=2	
static_nolibc_syscall_sites	e9patch	26	0	31	mapped_sites=2	
static_nolibc_syscall_sites	e9patch	27	0	31	mapped_sites=2	
static_nolibc_syscall_sites	e9patch	28	0	31	mapped_sites=2	
static_nolibc_syscall_sites	e9patch	29	0	31	mapped_sites=2	
static_nolibc_syscall_sites	e9patch	30	0	31	mapped_sites=2	
static_nolibc_syscall_sites	liteinst	1	1	4	n/a	
static_nolibc_syscall_sites	liteinst	2	1	4	n/a	
static_nolibc_syscall_sites	liteinst	3	1	4	n/a	
static_nolibc_syscall_sites	liteinst	4	1	4	n/a	
static_nolibc_syscall_sites	liteinst	5	1	4	n/a	
static_nolibc_syscall_sites	liteinst	6	1	4	n/a	
static_nolibc_syscall_sites	liteinst	7	1	4	n/a	
static_nolibc_syscall_sites	liteinst	8	1	4	n/a	
static_nolibc_syscall_sites	liteinst	9	1	4	n/a	
static_nolibc_syscall_sites	liteinst	10	1	4	n/a	
static_nolibc_syscall_sites	liteinst	11	1	4	n/a	
static_nolibc_syscall_sites	liteinst	12	1	4	n/a	
static_nolibc_syscall_sites	liteinst	13	1	4	n/a	
static_nolibc_syscall_sites	liteinst	14	1	4	n/a	
static_nolibc_syscall_sites	liteinst	15	1	4	n/a	
static_nolibc_syscall_sites	liteinst	16	1	4	n/a	
static_nolibc_syscall_sites	liteinst	17	1	4	n/a	
static_nolibc_syscall_sites	liteinst	18	1	4	n/a	
static_nolibc_syscall_sites	liteinst	19	1	4	n/a	
static_nolibc_syscall_sites	liteinst	20	1	4	n/a	
static_nolibc_syscall_sites	liteinst	21	1	4	n/a	
static_nolibc_syscall_sites	liteinst	22	1	4	n/a	
static_nolibc_syscall_sites	liteinst	23	1	4	n/a	
static_nolibc_syscall_sites	liteinst	24	1	4	n/a	
static_nolibc_syscall_sites	liteinst	25	1	4	n/a	
static_nolibc_syscall_sites	liteinst	26	1	4	n/a	
static_nolibc_syscall_sites	liteinst	27	1	4	n/a	
static_nolibc_syscall_sites	liteinst	28	1	4	n/a	
static_nolibc_syscall_sites	liteinst	29	1	4	n/a	
static_nolibc_syscall_sites	liteinst	30	1	4	n/a	
