run_id,rep,first_variant,direct_ns_per_rpc,bincode_ns_per_rpc,added_ns_per_rpc,iterations_per_variant,direct_exit,bincode_exit,correctness
20260807T050215Z-devbig014-k1,0,direct_clone,13.432043,244.590152,231.158109,1000000,0,0,pass
20260807T050215Z-devbig014-k1,1,bincode_roundtrip,13.093555,240.446979,227.353424,1000000,0,0,pass
20260807T050215Z-devbig014-k1,2,direct_clone,13.435317,239.132976,225.697659,1000000,0,0,pass
20260807T050215Z-devbig014-k1,3,bincode_roundtrip,13.852454,240.717205,226.864751,1000000,0,0,pass
20260807T050215Z-devbig014-k1,4,direct_clone,13.644482,239.652356,226.007874,1000000,0,0,pass
20260807T050215Z-devbig014-k1,5,bincode_roundtrip,13.084280,237.108476,224.024196,1000000,0,0,pass
20260807T050215Z-devbig014-k1,6,direct_clone,13.097039,237.546914,224.449875,1000000,0,0,pass
20260807T050215Z-devbig014-k1,7,bincode_roundtrip,13.252993,239.158084,225.905091,1000000,0,0,pass
20260807T050215Z-devbig014-k1,8,direct_clone,13.415989,240.317204,226.901215,1000000,0,0,pass
