arm,runner,host,kernel,hermit_sha,hermit_version_string,hermit_binary_sha256,liteinst_runtime_sha256,reverie_sha,source_tree_dirty,lane,bucket,test_id,test_mode,backend,outcome,reason,duration_ms,evidence_path
D-expansion-runner-liteinst-enabled-cells,"expansion-dag.rs cell runner + safe-ci-dag-runner (cgroup boxing ACTIVE, cpu_timeout=180)",devbig014,6.18.39-0_fbk0_hardened_0_ga43d5727b443,52d56e5ceb386d24ec809edbfdb6920e8484271e,"hermit 0.2.0 (2026-08-05, g52d56e5ceb38)",964c76fe82e19c5b9dcb285f97f85d700474765ae1c4c10316350869cae40adb,490dd5c28e79dd14b4bda295feac1f4127762f63ecb65b9c5345666a855b6fd0,79517704b0d19eeb3c4c234d0bfbe9f0a17c1199,false,portable,c-programs,c-programs/netlink-autobind-generic,verify,liteinst,FAIL,verify exited with status 1,185,scratch/liteinst-expansion-52d56e5c/evidence/armD-52d56e5c/c-programs__c-programs-netlink-autobind-generic__verify__liteinst
D-expansion-runner-liteinst-enabled-cells,"expansion-dag.rs cell runner + safe-ci-dag-runner (cgroup boxing ACTIVE, cpu_timeout=180)",devbig014,6.18.39-0_fbk0_hardened_0_ga43d5727b443,52d56e5ceb386d24ec809edbfdb6920e8484271e,"hermit 0.2.0 (2026-08-05, g52d56e5ceb38)",964c76fe82e19c5b9dcb285f97f85d700474765ae1c4c10316350869cae40adb,490dd5c28e79dd14b4bda295feac1f4127762f63ecb65b9c5345666a855b6fd0,79517704b0d19eeb3c4c234d0bfbe9f0a17c1199,false,portable,c-programs,c-programs/netlink-autobind-generic,verify,ptrace,PASS,,204,scratch/liteinst-expansion-52d56e5c/evidence/armD-52d56e5c/c-programs__c-programs-netlink-autobind-generic__verify__liteinst/ptrace-ref
D-expansion-runner-liteinst-enabled-cells,"expansion-dag.rs cell runner + safe-ci-dag-runner (cgroup boxing ACTIVE, cpu_timeout=180)",devbig014,6.18.39-0_fbk0_hardened_0_ga43d5727b443,52d56e5ceb386d24ec809edbfdb6920e8484271e,"hermit 0.2.0 (2026-08-05, g52d56e5ceb38)",964c76fe82e19c5b9dcb285f97f85d700474765ae1c4c10316350869cae40adb,490dd5c28e79dd14b4bda295feac1f4127762f63ecb65b9c5345666a855b6fd0,79517704b0d19eeb3c4c234d0bfbe9f0a17c1199,false,portable,c-programs,c-programs/netlink-autobind-route,verify,liteinst,FAIL,verify exited with status 1,180,scratch/liteinst-expansion-52d56e5c/evidence/armD-52d56e5c/c-programs__c-programs-netlink-autobind-route__verify__liteinst
D-expansion-runner-liteinst-enabled-cells,"expansion-dag.rs cell runner + safe-ci-dag-runner (cgroup boxing ACTIVE, cpu_timeout=180)",devbig014,6.18.39-0_fbk0_hardened_0_ga43d5727b443,52d56e5ceb386d24ec809edbfdb6920e8484271e,"hermit 0.2.0 (2026-08-05, g52d56e5ceb38)",964c76fe82e19c5b9dcb285f97f85d700474765ae1c4c10316350869cae40adb,490dd5c28e79dd14b4bda295feac1f4127762f63ecb65b9c5345666a855b6fd0,79517704b0d19eeb3c4c234d0bfbe9f0a17c1199,false,portable,c-programs,c-programs/netlink-autobind-route,verify,ptrace,PASS,,199,scratch/liteinst-expansion-52d56e5c/evidence/armD-52d56e5c/c-programs__c-programs-netlink-autobind-route__verify__liteinst/ptrace-ref
D-expansion-runner-liteinst-enabled-cells,"expansion-dag.rs cell runner + safe-ci-dag-runner (cgroup boxing ACTIVE, cpu_timeout=180)",devbig014,6.18.39-0_fbk0_hardened_0_ga43d5727b443,52d56e5ceb386d24ec809edbfdb6920e8484271e,"hermit 0.2.0 (2026-08-05, g52d56e5ceb38)",964c76fe82e19c5b9dcb285f97f85d700474765ae1c4c10316350869cae40adb,490dd5c28e79dd14b4bda295feac1f4127762f63ecb65b9c5345666a855b6fd0,79517704b0d19eeb3c4c234d0bfbe9f0a17c1199,false,portable,c-programs,c-programs/netlink-autobind-usersock,verify,liteinst,FAIL,verify exited with status 1,194,scratch/liteinst-expansion-52d56e5c/evidence/armD-52d56e5c/c-programs__c-programs-netlink-autobind-usersock__verify__liteinst
D-expansion-runner-liteinst-enabled-cells,"expansion-dag.rs cell runner + safe-ci-dag-runner (cgroup boxing ACTIVE, cpu_timeout=180)",devbig014,6.18.39-0_fbk0_hardened_0_ga43d5727b443,52d56e5ceb386d24ec809edbfdb6920e8484271e,"hermit 0.2.0 (2026-08-05, g52d56e5ceb38)",964c76fe82e19c5b9dcb285f97f85d700474765ae1c4c10316350869cae40adb,490dd5c28e79dd14b4bda295feac1f4127762f63ecb65b9c5345666a855b6fd0,79517704b0d19eeb3c4c234d0bfbe9f0a17c1199,false,portable,c-programs,c-programs/netlink-autobind-usersock,verify,ptrace,PASS,,217,scratch/liteinst-expansion-52d56e5c/evidence/armD-52d56e5c/c-programs__c-programs-netlink-autobind-usersock__verify__liteinst/ptrace-ref
D-expansion-runner-liteinst-enabled-cells,"expansion-dag.rs cell runner + safe-ci-dag-runner (cgroup boxing ACTIVE, cpu_timeout=180)",devbig014,6.18.39-0_fbk0_hardened_0_ga43d5727b443,52d56e5ceb386d24ec809edbfdb6920e8484271e,"hermit 0.2.0 (2026-08-05, g52d56e5ceb38)",964c76fe82e19c5b9dcb285f97f85d700474765ae1c4c10316350869cae40adb,490dd5c28e79dd14b4bda295feac1f4127762f63ecb65b9c5345666a855b6fd0,79517704b0d19eeb3c4c234d0bfbe9f0a17c1199,false,portable,c-programs,c-programs/proc-fd-link-aliases,verify,liteinst,FAIL,verify exited with status 1,187,scratch/liteinst-expansion-52d56e5c/evidence/armD-52d56e5c/c-programs__c-programs-proc-fd-link-aliases__verify__liteinst
D-expansion-runner-liteinst-enabled-cells,"expansion-dag.rs cell runner + safe-ci-dag-runner (cgroup boxing ACTIVE, cpu_timeout=180)",devbig014,6.18.39-0_fbk0_hardened_0_ga43d5727b443,52d56e5ceb386d24ec809edbfdb6920e8484271e,"hermit 0.2.0 (2026-08-05, g52d56e5ceb38)",964c76fe82e19c5b9dcb285f97f85d700474765ae1c4c10316350869cae40adb,490dd5c28e79dd14b4bda295feac1f4127762f63ecb65b9c5345666a855b6fd0,79517704b0d19eeb3c4c234d0bfbe9f0a17c1199,false,portable,c-programs,c-programs/proc-fd-link-aliases,verify,ptrace,PASS,,214,scratch/liteinst-expansion-52d56e5c/evidence/armD-52d56e5c/c-programs__c-programs-proc-fd-link-aliases__verify__liteinst/ptrace-ref
D-expansion-runner-liteinst-enabled-cells,"expansion-dag.rs cell runner + safe-ci-dag-runner (cgroup boxing ACTIVE, cpu_timeout=180)",devbig014,6.18.39-0_fbk0_hardened_0_ga43d5727b443,52d56e5ceb386d24ec809edbfdb6920e8484271e,"hermit 0.2.0 (2026-08-05, g52d56e5ceb38)",964c76fe82e19c5b9dcb285f97f85d700474765ae1c4c10316350869cae40adb,490dd5c28e79dd14b4bda295feac1f4127762f63ecb65b9c5345666a855b6fd0,79517704b0d19eeb3c4c234d0bfbe9f0a17c1199,false,portable,c-programs,c-programs/so-incoming-cpu-tcp4,verify,liteinst,FAIL,verify exited with status 1,172,scratch/liteinst-expansion-52d56e5c/evidence/armD-52d56e5c/c-programs__c-programs-so-incoming-cpu-tcp4__verify__liteinst
D-expansion-runner-liteinst-enabled-cells,"expansion-dag.rs cell runner + safe-ci-dag-runner (cgroup boxing ACTIVE, cpu_timeout=180)",devbig014,6.18.39-0_fbk0_hardened_0_ga43d5727b443,52d56e5ceb386d24ec809edbfdb6920e8484271e,"hermit 0.2.0 (2026-08-05, g52d56e5ceb38)",964c76fe82e19c5b9dcb285f97f85d700474765ae1c4c10316350869cae40adb,490dd5c28e79dd14b4bda295feac1f4127762f63ecb65b9c5345666a855b6fd0,79517704b0d19eeb3c4c234d0bfbe9f0a17c1199,false,portable,c-programs,c-programs/so-incoming-cpu-tcp4,verify,ptrace,PASS,,183,scratch/liteinst-expansion-52d56e5c/evidence/armD-52d56e5c/c-programs__c-programs-so-incoming-cpu-tcp4__verify__liteinst/ptrace-ref
D-expansion-runner-liteinst-enabled-cells,"expansion-dag.rs cell runner + safe-ci-dag-runner (cgroup boxing ACTIVE, cpu_timeout=180)",devbig014,6.18.39-0_fbk0_hardened_0_ga43d5727b443,52d56e5ceb386d24ec809edbfdb6920e8484271e,"hermit 0.2.0 (2026-08-05, g52d56e5ceb38)",964c76fe82e19c5b9dcb285f97f85d700474765ae1c4c10316350869cae40adb,490dd5c28e79dd14b4bda295feac1f4127762f63ecb65b9c5345666a855b6fd0,79517704b0d19eeb3c4c234d0bfbe9f0a17c1199,false,portable,c-programs,c-programs/so-incoming-cpu-tcp6,verify,liteinst,FAIL,verify exited with status 1,180,scratch/liteinst-expansion-52d56e5c/evidence/armD-52d56e5c/c-programs__c-programs-so-incoming-cpu-tcp6__verify__liteinst
D-expansion-runner-liteinst-enabled-cells,"expansion-dag.rs cell runner + safe-ci-dag-runner (cgroup boxing ACTIVE, cpu_timeout=180)",devbig014,6.18.39-0_fbk0_hardened_0_ga43d5727b443,52d56e5ceb386d24ec809edbfdb6920e8484271e,"hermit 0.2.0 (2026-08-05, g52d56e5ceb38)",964c76fe82e19c5b9dcb285f97f85d700474765ae1c4c10316350869cae40adb,490dd5c28e79dd14b4bda295feac1f4127762f63ecb65b9c5345666a855b6fd0,79517704b0d19eeb3c4c234d0bfbe9f0a17c1199,false,portable,c-programs,c-programs/so-incoming-cpu-tcp6,verify,ptrace,PASS,,207,scratch/liteinst-expansion-52d56e5c/evidence/armD-52d56e5c/c-programs__c-programs-so-incoming-cpu-tcp6__verify__liteinst/ptrace-ref
D-expansion-runner-liteinst-enabled-cells,"expansion-dag.rs cell runner + safe-ci-dag-runner (cgroup boxing ACTIVE, cpu_timeout=180)",devbig014,6.18.39-0_fbk0_hardened_0_ga43d5727b443,52d56e5ceb386d24ec809edbfdb6920e8484271e,"hermit 0.2.0 (2026-08-05, g52d56e5ceb38)",964c76fe82e19c5b9dcb285f97f85d700474765ae1c4c10316350869cae40adb,490dd5c28e79dd14b4bda295feac1f4127762f63ecb65b9c5345666a855b6fd0,79517704b0d19eeb3c4c234d0bfbe9f0a17c1199,false,portable,c-programs,c-programs/so-incoming-cpu-udp4,verify,liteinst,FAIL,verify exited with status 1,170,scratch/liteinst-expansion-52d56e5c/evidence/armD-52d56e5c/c-programs__c-programs-so-incoming-cpu-udp4__verify__liteinst
D-expansion-runner-liteinst-enabled-cells,"expansion-dag.rs cell runner + safe-ci-dag-runner (cgroup boxing ACTIVE, cpu_timeout=180)",devbig014,6.18.39-0_fbk0_hardened_0_ga43d5727b443,52d56e5ceb386d24ec809edbfdb6920e8484271e,"hermit 0.2.0 (2026-08-05, g52d56e5ceb38)",964c76fe82e19c5b9dcb285f97f85d700474765ae1c4c10316350869cae40adb,490dd5c28e79dd14b4bda295feac1f4127762f63ecb65b9c5345666a855b6fd0,79517704b0d19eeb3c4c234d0bfbe9f0a17c1199,false,portable,c-programs,c-programs/so-incoming-cpu-udp4,verify,ptrace,PASS,,196,scratch/liteinst-expansion-52d56e5c/evidence/armD-52d56e5c/c-programs__c-programs-so-incoming-cpu-udp4__verify__liteinst/ptrace-ref
D-expansion-runner-liteinst-enabled-cells,"expansion-dag.rs cell runner + safe-ci-dag-runner (cgroup boxing ACTIVE, cpu_timeout=180)",devbig014,6.18.39-0_fbk0_hardened_0_ga43d5727b443,52d56e5ceb386d24ec809edbfdb6920e8484271e,"hermit 0.2.0 (2026-08-05, g52d56e5ceb38)",964c76fe82e19c5b9dcb285f97f85d700474765ae1c4c10316350869cae40adb,490dd5c28e79dd14b4bda295feac1f4127762f63ecb65b9c5345666a855b6fd0,79517704b0d19eeb3c4c234d0bfbe9f0a17c1199,false,portable,c-programs,c-programs/socket-cookie-tcp,verify,liteinst,FAIL,verify exited with status 1,178,scratch/liteinst-expansion-52d56e5c/evidence/armD-52d56e5c/c-programs__c-programs-socket-cookie-tcp__verify__liteinst
D-expansion-runner-liteinst-enabled-cells,"expansion-dag.rs cell runner + safe-ci-dag-runner (cgroup boxing ACTIVE, cpu_timeout=180)",devbig014,6.18.39-0_fbk0_hardened_0_ga43d5727b443,52d56e5ceb386d24ec809edbfdb6920e8484271e,"hermit 0.2.0 (2026-08-05, g52d56e5ceb38)",964c76fe82e19c5b9dcb285f97f85d700474765ae1c4c10316350869cae40adb,490dd5c28e79dd14b4bda295feac1f4127762f63ecb65b9c5345666a855b6fd0,79517704b0d19eeb3c4c234d0bfbe9f0a17c1199,false,portable,c-programs,c-programs/socket-cookie-tcp,verify,ptrace,PASS,,201,scratch/liteinst-expansion-52d56e5c/evidence/armD-52d56e5c/c-programs__c-programs-socket-cookie-tcp__verify__liteinst/ptrace-ref
D-expansion-runner-liteinst-enabled-cells,"expansion-dag.rs cell runner + safe-ci-dag-runner (cgroup boxing ACTIVE, cpu_timeout=180)",devbig014,6.18.39-0_fbk0_hardened_0_ga43d5727b443,52d56e5ceb386d24ec809edbfdb6920e8484271e,"hermit 0.2.0 (2026-08-05, g52d56e5ceb38)",964c76fe82e19c5b9dcb285f97f85d700474765ae1c4c10316350869cae40adb,490dd5c28e79dd14b4bda295feac1f4127762f63ecb65b9c5345666a855b6fd0,79517704b0d19eeb3c4c234d0bfbe9f0a17c1199,false,portable,c-programs,c-programs/socket-cookie-udp,verify,liteinst,FAIL,verify exited with status 1,239,scratch/liteinst-expansion-52d56e5c/evidence/armD-52d56e5c/c-programs__c-programs-socket-cookie-udp__verify__liteinst
D-expansion-runner-liteinst-enabled-cells,"expansion-dag.rs cell runner + safe-ci-dag-runner (cgroup boxing ACTIVE, cpu_timeout=180)",devbig014,6.18.39-0_fbk0_hardened_0_ga43d5727b443,52d56e5ceb386d24ec809edbfdb6920e8484271e,"hermit 0.2.0 (2026-08-05, g52d56e5ceb38)",964c76fe82e19c5b9dcb285f97f85d700474765ae1c4c10316350869cae40adb,490dd5c28e79dd14b4bda295feac1f4127762f63ecb65b9c5345666a855b6fd0,79517704b0d19eeb3c4c234d0bfbe9f0a17c1199,false,portable,c-programs,c-programs/socket-cookie-udp,verify,ptrace,PASS,,208,scratch/liteinst-expansion-52d56e5c/evidence/armD-52d56e5c/c-programs__c-programs-socket-cookie-udp__verify__liteinst/ptrace-ref
D-expansion-runner-liteinst-enabled-cells,"expansion-dag.rs cell runner + safe-ci-dag-runner (cgroup boxing ACTIVE, cpu_timeout=180)",devbig014,6.18.39-0_fbk0_hardened_0_ga43d5727b443,52d56e5ceb386d24ec809edbfdb6920e8484271e,"hermit 0.2.0 (2026-08-05, g52d56e5ceb38)",964c76fe82e19c5b9dcb285f97f85d700474765ae1c4c10316350869cae40adb,490dd5c28e79dd14b4bda295feac1f4127762f63ecb65b9c5345666a855b6fd0,79517704b0d19eeb3c4c234d0bfbe9f0a17c1199,false,portable,c-programs,c-programs/socket-cookie-unix,verify,liteinst,FAIL,verify exited with status 1,183,scratch/liteinst-expansion-52d56e5c/evidence/armD-52d56e5c/c-programs__c-programs-socket-cookie-unix__verify__liteinst
D-expansion-runner-liteinst-enabled-cells,"expansion-dag.rs cell runner + safe-ci-dag-runner (cgroup boxing ACTIVE, cpu_timeout=180)",devbig014,6.18.39-0_fbk0_hardened_0_ga43d5727b443,52d56e5ceb386d24ec809edbfdb6920e8484271e,"hermit 0.2.0 (2026-08-05, g52d56e5ceb38)",964c76fe82e19c5b9dcb285f97f85d700474765ae1c4c10316350869cae40adb,490dd5c28e79dd14b4bda295feac1f4127762f63ecb65b9c5345666a855b6fd0,79517704b0d19eeb3c4c234d0bfbe9f0a17c1199,false,portable,c-programs,c-programs/socket-cookie-unix,verify,ptrace,PASS,,191,scratch/liteinst-expansion-52d56e5c/evidence/armD-52d56e5c/c-programs__c-programs-socket-cookie-unix__verify__liteinst/ptrace-ref
D-expansion-runner-liteinst-enabled-cells,"expansion-dag.rs cell runner + safe-ci-dag-runner (cgroup boxing ACTIVE, cpu_timeout=180)",devbig014,6.18.39-0_fbk0_hardened_0_ga43d5727b443,52d56e5ceb386d24ec809edbfdb6920e8484271e,"hermit 0.2.0 (2026-08-05, g52d56e5ceb38)",964c76fe82e19c5b9dcb285f97f85d700474765ae1c4c10316350869cae40adb,490dd5c28e79dd14b4bda295feac1f4127762f63ecb65b9c5345666a855b6fd0,79517704b0d19eeb3c4c234d0bfbe9f0a17c1199,false,portable,c-programs,c-programs/socket-timestamp-edge-cases,verify,liteinst,FAIL,verify exited with status 1,213,scratch/liteinst-expansion-52d56e5c/evidence/armD-52d56e5c/c-programs__c-programs-socket-timestamp-edge-cases__verify__liteinst
D-expansion-runner-liteinst-enabled-cells,"expansion-dag.rs cell runner + safe-ci-dag-runner (cgroup boxing ACTIVE, cpu_timeout=180)",devbig014,6.18.39-0_fbk0_hardened_0_ga43d5727b443,52d56e5ceb386d24ec809edbfdb6920e8484271e,"hermit 0.2.0 (2026-08-05, g52d56e5ceb38)",964c76fe82e19c5b9dcb285f97f85d700474765ae1c4c10316350869cae40adb,490dd5c28e79dd14b4bda295feac1f4127762f63ecb65b9c5345666a855b6fd0,79517704b0d19eeb3c4c234d0bfbe9f0a17c1199,false,portable,c-programs,c-programs/socket-timestamp-edge-cases,verify,ptrace,PASS,,227,scratch/liteinst-expansion-52d56e5c/evidence/armD-52d56e5c/c-programs__c-programs-socket-timestamp-edge-cases__verify__liteinst/ptrace-ref
D-expansion-runner-liteinst-enabled-cells,"expansion-dag.rs cell runner + safe-ci-dag-runner (cgroup boxing ACTIVE, cpu_timeout=180)",devbig014,6.18.39-0_fbk0_hardened_0_ga43d5727b443,52d56e5ceb386d24ec809edbfdb6920e8484271e,"hermit 0.2.0 (2026-08-05, g52d56e5ceb38)",964c76fe82e19c5b9dcb285f97f85d700474765ae1c4c10316350869cae40adb,490dd5c28e79dd14b4bda295feac1f4127762f63ecb65b9c5345666a855b6fd0,79517704b0d19eeb3c4c234d0bfbe9f0a17c1199,false,portable,c-programs,c-programs/socket-timestamp-timespec,verify,liteinst,FAIL,verify exited with status 1,181,scratch/liteinst-expansion-52d56e5c/evidence/armD-52d56e5c/c-programs__c-programs-socket-timestamp-timespec__verify__liteinst
D-expansion-runner-liteinst-enabled-cells,"expansion-dag.rs cell runner + safe-ci-dag-runner (cgroup boxing ACTIVE, cpu_timeout=180)",devbig014,6.18.39-0_fbk0_hardened_0_ga43d5727b443,52d56e5ceb386d24ec809edbfdb6920e8484271e,"hermit 0.2.0 (2026-08-05, g52d56e5ceb38)",964c76fe82e19c5b9dcb285f97f85d700474765ae1c4c10316350869cae40adb,490dd5c28e79dd14b4bda295feac1f4127762f63ecb65b9c5345666a855b6fd0,79517704b0d19eeb3c4c234d0bfbe9f0a17c1199,false,portable,c-programs,c-programs/socket-timestamp-timespec,verify,ptrace,PASS,,202,scratch/liteinst-expansion-52d56e5c/evidence/armD-52d56e5c/c-programs__c-programs-socket-timestamp-timespec__verify__liteinst/ptrace-ref
D-expansion-runner-liteinst-enabled-cells,"expansion-dag.rs cell runner + safe-ci-dag-runner (cgroup boxing ACTIVE, cpu_timeout=180)",devbig014,6.18.39-0_fbk0_hardened_0_ga43d5727b443,52d56e5ceb386d24ec809edbfdb6920e8484271e,"hermit 0.2.0 (2026-08-05, g52d56e5ceb38)",964c76fe82e19c5b9dcb285f97f85d700474765ae1c4c10316350869cae40adb,490dd5c28e79dd14b4bda295feac1f4127762f63ecb65b9c5345666a855b6fd0,79517704b0d19eeb3c4c234d0bfbe9f0a17c1199,false,portable,c-programs,c-programs/socket-timestamp-timeval,verify,liteinst,FAIL,verify exited with status 1,206,scratch/liteinst-expansion-52d56e5c/evidence/armD-52d56e5c/c-programs__c-programs-socket-timestamp-timeval__verify__liteinst
D-expansion-runner-liteinst-enabled-cells,"expansion-dag.rs cell runner + safe-ci-dag-runner (cgroup boxing ACTIVE, cpu_timeout=180)",devbig014,6.18.39-0_fbk0_hardened_0_ga43d5727b443,52d56e5ceb386d24ec809edbfdb6920e8484271e,"hermit 0.2.0 (2026-08-05, g52d56e5ceb38)",964c76fe82e19c5b9dcb285f97f85d700474765ae1c4c10316350869cae40adb,490dd5c28e79dd14b4bda295feac1f4127762f63ecb65b9c5345666a855b6fd0,79517704b0d19eeb3c4c234d0bfbe9f0a17c1199,false,portable,c-programs,c-programs/socket-timestamp-timeval,verify,ptrace,PASS,,207,scratch/liteinst-expansion-52d56e5c/evidence/armD-52d56e5c/c-programs__c-programs-socket-timestamp-timeval__verify__liteinst/ptrace-ref
D-expansion-runner-liteinst-enabled-cells,"expansion-dag.rs cell runner + safe-ci-dag-runner (cgroup boxing ACTIVE, cpu_timeout=180)",devbig014,6.18.39-0_fbk0_hardened_0_ga43d5727b443,52d56e5ceb386d24ec809edbfdb6920e8484271e,"hermit 0.2.0 (2026-08-05, g52d56e5ceb38)",964c76fe82e19c5b9dcb285f97f85d700474765ae1c4c10316350869cae40adb,490dd5c28e79dd14b4bda295feac1f4127762f63ecb65b9c5345666a855b6fd0,79517704b0d19eeb3c4c234d0bfbe9f0a17c1199,false,portable,c-programs,c-programs/unix-autobind-dgram,verify,liteinst,FAIL,verify exited with status 1,181,scratch/liteinst-expansion-52d56e5c/evidence/armD-52d56e5c/c-programs__c-programs-unix-autobind-dgram__verify__liteinst
D-expansion-runner-liteinst-enabled-cells,"expansion-dag.rs cell runner + safe-ci-dag-runner (cgroup boxing ACTIVE, cpu_timeout=180)",devbig014,6.18.39-0_fbk0_hardened_0_ga43d5727b443,52d56e5ceb386d24ec809edbfdb6920e8484271e,"hermit 0.2.0 (2026-08-05, g52d56e5ceb38)",964c76fe82e19c5b9dcb285f97f85d700474765ae1c4c10316350869cae40adb,490dd5c28e79dd14b4bda295feac1f4127762f63ecb65b9c5345666a855b6fd0,79517704b0d19eeb3c4c234d0bfbe9f0a17c1199,false,portable,c-programs,c-programs/unix-autobind-dgram,verify,ptrace,PASS,,204,scratch/liteinst-expansion-52d56e5c/evidence/armD-52d56e5c/c-programs__c-programs-unix-autobind-dgram__verify__liteinst/ptrace-ref
D-expansion-runner-liteinst-enabled-cells,"expansion-dag.rs cell runner + safe-ci-dag-runner (cgroup boxing ACTIVE, cpu_timeout=180)",devbig014,6.18.39-0_fbk0_hardened_0_ga43d5727b443,52d56e5ceb386d24ec809edbfdb6920e8484271e,"hermit 0.2.0 (2026-08-05, g52d56e5ceb38)",964c76fe82e19c5b9dcb285f97f85d700474765ae1c4c10316350869cae40adb,490dd5c28e79dd14b4bda295feac1f4127762f63ecb65b9c5345666a855b6fd0,79517704b0d19eeb3c4c234d0bfbe9f0a17c1199,false,portable,c-programs,c-programs/unix-autobind-seqpacket,verify,liteinst,FAIL,verify exited with status 1,184,scratch/liteinst-expansion-52d56e5c/evidence/armD-52d56e5c/c-programs__c-programs-unix-autobind-seqpacket__verify__liteinst
D-expansion-runner-liteinst-enabled-cells,"expansion-dag.rs cell runner + safe-ci-dag-runner (cgroup boxing ACTIVE, cpu_timeout=180)",devbig014,6.18.39-0_fbk0_hardened_0_ga43d5727b443,52d56e5ceb386d24ec809edbfdb6920e8484271e,"hermit 0.2.0 (2026-08-05, g52d56e5ceb38)",964c76fe82e19c5b9dcb285f97f85d700474765ae1c4c10316350869cae40adb,490dd5c28e79dd14b4bda295feac1f4127762f63ecb65b9c5345666a855b6fd0,79517704b0d19eeb3c4c234d0bfbe9f0a17c1199,false,portable,c-programs,c-programs/unix-autobind-seqpacket,verify,ptrace,PASS,,212,scratch/liteinst-expansion-52d56e5c/evidence/armD-52d56e5c/c-programs__c-programs-unix-autobind-seqpacket__verify__liteinst/ptrace-ref
D-expansion-runner-liteinst-enabled-cells,"expansion-dag.rs cell runner + safe-ci-dag-runner (cgroup boxing ACTIVE, cpu_timeout=180)",devbig014,6.18.39-0_fbk0_hardened_0_ga43d5727b443,52d56e5ceb386d24ec809edbfdb6920e8484271e,"hermit 0.2.0 (2026-08-05, g52d56e5ceb38)",964c76fe82e19c5b9dcb285f97f85d700474765ae1c4c10316350869cae40adb,490dd5c28e79dd14b4bda295feac1f4127762f63ecb65b9c5345666a855b6fd0,79517704b0d19eeb3c4c234d0bfbe9f0a17c1199,false,portable,c-programs,c-programs/unix-autobind-stream,verify,liteinst,FAIL,verify exited with status 1,194,scratch/liteinst-expansion-52d56e5c/evidence/armD-52d56e5c/c-programs__c-programs-unix-autobind-stream__verify__liteinst
D-expansion-runner-liteinst-enabled-cells,"expansion-dag.rs cell runner + safe-ci-dag-runner (cgroup boxing ACTIVE, cpu_timeout=180)",devbig014,6.18.39-0_fbk0_hardened_0_ga43d5727b443,52d56e5ceb386d24ec809edbfdb6920e8484271e,"hermit 0.2.0 (2026-08-05, g52d56e5ceb38)",964c76fe82e19c5b9dcb285f97f85d700474765ae1c4c10316350869cae40adb,490dd5c28e79dd14b4bda295feac1f4127762f63ecb65b9c5345666a855b6fd0,79517704b0d19eeb3c4c234d0bfbe9f0a17c1199,false,portable,c-programs,c-programs/unix-autobind-stream,verify,ptrace,PASS,,190,scratch/liteinst-expansion-52d56e5c/evidence/armD-52d56e5c/c-programs__c-programs-unix-autobind-stream__verify__liteinst/ptrace-ref
D-expansion-runner-liteinst-enabled-cells,"expansion-dag.rs cell runner + safe-ci-dag-runner (cgroup boxing ACTIVE, cpu_timeout=180)",devbig014,6.18.39-0_fbk0_hardened_0_ga43d5727b443,52d56e5ceb386d24ec809edbfdb6920e8484271e,"hermit 0.2.0 (2026-08-05, g52d56e5ceb38)",964c76fe82e19c5b9dcb285f97f85d700474765ae1c4c10316350869cae40adb,490dd5c28e79dd14b4bda295feac1f4127762f63ecb65b9c5345666a855b6fd0,79517704b0d19eeb3c4c234d0bfbe9f0a17c1199,false,portable,debugger-c,debugger-c/debuggee,verify,liteinst,FAIL,verify exited with status 1,174,scratch/liteinst-expansion-52d56e5c/evidence/armD-52d56e5c/debugger-c__debugger-c-debuggee__verify__liteinst
D-expansion-runner-liteinst-enabled-cells,"expansion-dag.rs cell runner + safe-ci-dag-runner (cgroup boxing ACTIVE, cpu_timeout=180)",devbig014,6.18.39-0_fbk0_hardened_0_ga43d5727b443,52d56e5ceb386d24ec809edbfdb6920e8484271e,"hermit 0.2.0 (2026-08-05, g52d56e5ceb38)",964c76fe82e19c5b9dcb285f97f85d700474765ae1c4c10316350869cae40adb,490dd5c28e79dd14b4bda295feac1f4127762f63ecb65b9c5345666a855b6fd0,79517704b0d19eeb3c4c234d0bfbe9f0a17c1199,false,portable,debugger-c,debugger-c/debuggee,verify,ptrace,PASS,,183,scratch/liteinst-expansion-52d56e5c/evidence/armD-52d56e5c/debugger-c__debugger-c-debuggee__verify__liteinst/ptrace-ref
D-expansion-runner-liteinst-enabled-cells,"expansion-dag.rs cell runner + safe-ci-dag-runner (cgroup boxing ACTIVE, cpu_timeout=180)",devbig014,6.18.39-0_fbk0_hardened_0_ga43d5727b443,52d56e5ceb386d24ec809edbfdb6920e8484271e,"hermit 0.2.0 (2026-08-05, g52d56e5ceb38)",964c76fe82e19c5b9dcb285f97f85d700474765ae1c4c10316350869cae40adb,490dd5c28e79dd14b4bda295feac1f4127762f63ecb65b9c5345666a855b6fd0,79517704b0d19eeb3c4c234d0bfbe9f0a17c1199,false,portable,language-runtimes,language-runtimes/example-python-random,verify,liteinst,FAIL,verify exited with status 1,117,scratch/liteinst-expansion-52d56e5c/evidence/armD-52d56e5c/language-runtimes__language-runtimes-example-python-random__verify__liteinst
